Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn
3,1,29,0,3213,46,1,17,2,2,1,32,40.929,1
2,1,31,0,1,0,0,0,2,2,1,28,0.001,1
4,1,45,0,15615,255,486,78,2,2,1,28,2165.28,1
8,1,27,0,9312,140,162,45,3,2,1,41,1110.895,1
0,1,31,1,13588,187,136,40,2,2,1,25,1477.793,1
0,1,37,0,2573,33,31,25,3,2,2,39,358.534,1
0,1,20,0,15008,229,15,85,2,2,1,27,1416.123,1
0,1,28,0,10,0,0,4,2,2,1,25,27.419,1
0,1,6,0,836,9,52,10,3,2,1,38,469.86,1
0,1,14,0,18,1,13,3,2,2,1,25,4.729,1
1,1,38,0,3686,38,17,28,2,2,2,34,4.205,1
1,1,34,0,10448,162,9,68,3,2,1,40,777.97,1
3,1,32,2,605,13,10,8,2,2,1,35,4.939,1
3,1,26,0,1938,22,0,11,2,2,1,26,263.995,1
4,1,38,0,2776,55,65,31,2,2,1,30,203.049,1
0,1,29,0,10087,169,49,68,3,2,1,36,1064.009,1
1,1,38,0,1824,23,21,11,4,2,1,49,48.385,1
2,1,40,0,4218,52,30,14,2,2,2,30,462.88,1
2,1,30,0,2938,32,0,4,2,2,1,31,130.176,1
0,1,33,0,7246,91,405,18,4,2,1,47,1291.22,1
0,1,28,0,4503,47,153,9,3,2,1,38,734.518,1
0,1,18,0,6492,81,46,35,2,2,1,29,1722.672,1
1,1,36,0,5230,72,361,41,2,2,1,27,249.248,1
0,1,20,0,429,4,0,2,2,2,2,28,4.839,1
0,1,27,0,11463,163,2,61,2,2,1,31,473.787,1
0,1,34,0,2,0,0,0,2,2,1,26,0.944,1
0,1,38,0,7627,60,0,17,4,2,1,48,235.205,1
2,1,33,0,10247,159,110,51,2,2,2,25,380.417,1
0,1,31,0,320,6,1,9,4,2,1,46,35.899,1
0,1,23,0,1031,14,39,11,2,2,2,27,260.93,1
10,1,39,0,12956,154,36,44,2,2,1,33,389.578,1
3,1,35,0,9112,121,4,48,3,2,1,36,372.462,1
0,1,35,0,12,0,0,2,2,2,2,25,9.949,1
4,1,43,0,3603,59,280,11,5,2,1,54,813.537,1
24,1,30,0,5998,106,522,39,2,2,1,26,1428.982,1
1,1,41,0,24,0,3,1,3,2,2,37,0.354,1
3,1,35,0,11694,148,24,42,2,2,2,28,645.237,1
0,1,3,0,4702,57,59,24,2,2,1,26,485.144,1
6,1,38,0,9379,116,167,34,2,2,1,31,840.802,1
5,1,40,0,10006,105,388,24,3,2,1,43,1983.302,1
