Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn
3,1,16,0,10810,133,173,43,2,2,1,30,897.657,1
0,1,29,0,3323,49,29,20,2,2,1,31,466.831,1
0,1,37,1,6076,42,6,11,3,2,1,34,923.244,1
3,1,34,0,5579,112,104,52,2,2,1,25,893.522,1
0,1,43,0,603,6,0,5,3,2,2,37,123.396,1
0,1,27,0,3276,30,1,20,3,2,1,35,11.421,1
6,1,43,0,8038,99,181,23,2,2,1,33,396.382,1
1,1,43,0,4224,46,0,9,2,2,2,25,102.873,1
1,1,40,0,9233,138,25,61,2,2,1,30,1065.82,1
0,1,30,0,5489,58,170,20,2,2,1,26,542.004,1
1,1,30,0,17090,255,130,97,2,2,1,27,2165.28,1
5,1,36,0,8097,79,91,17,2,2,1,29,907.836,1
0,1,35,0,63,0,42,1,3,2,1,44,1.19,1
1,1,36,0,2762,44,12,24,2,2,1,34,100.642,1
1,1,16,1,7906,90,152,33,4,2,1,50,1070.04,1
0,1,38,0,464,7,114,13,5,2,1,55,250.302,1
0,1,39,0,2625,36,9,11,2,2,1,35,11.649,1
1,1,40,1,12729,131,293,31,3,2,1,43,1871.871,1
0,1,29,0,10,0,0,1,2,2,2,27,0.122,1
4,1,21,2,16264,240,44,75,2,2,1,32,1842.802,1
0,1,40,0,993,27,51,18,2,2,1,26,204.892,1
0,1,25,0,44,1,0,2,2,2,2,27,0.423,1
1,1,38,1,2004,23,1,10,3,2,1,37,197.193,1
1,1,35,0,317,9,119,11,3,2,1,42,194.145,1
0,1,29,0,1279,15,181,5,2,2,1,34,322.897,1
2,1,33,0,1218,10,3,7,2,2,2,32,31.264,1
0,1,26,0,4913,88,75,26,3,2,1,38,346.262,1
2,1,24,0,15288,226,24,48,3,2,1,37,1894.32,1
0,1,27,0,0,0,0,0,3,2,2,34,0.098,1
14,1,29,0,13709,216,261,76,3,2,1,35,1939.342,1
0,1,26,0,36,0,0,0,3,2,1,38,0.122,1
1,1,32,0,10243,96,0,26,2,2,1,25,545.115,1
1,1,42,0,12338,142,454,48,5,2,1,55,1911.867,1
1,1,37,0,508,10,0,7,2,2,2,34,3.479,1
0,1,31,0,5744,90,291,30,2,2,1,30,1396.39,1
0,1,11,0,11756,165,240,51,2,2,1,33,1326.999,1
1,1,38,0,2702,21,97,9,2,2,1,31,1394.871,1
0,1,36,0,3677,41,0,16,3,2,1,39,567.189,1
1,1,18,0,888,16,172,9,2,2,2,25,266.192,1
4,1,32,3,5810,80,71,28,2,2,1,30,534.193,1
11,1,38,0,980,7,424,8,2,2,1,27,594.688,1
0,1,26,0,8179,85,18,15,3,2,1,44,635.692,1
0,1,28,0,3,0,12,0,2,2,2,30,2.072,1
