Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn
0,1,16,0,6554,103,58,38,2,2,1,28,890.774,1
0,1,41,0,1575,22,20,15,2,2,2,35,173.892,1
0,1,14,0,3374,36,0,14,2,2,1,27,77.187,1
2,1,38,0,857,7,54,6,2,2,1,25,213.446,1
0,1,30,0,6579,103,250,25,2,2,2,30,789.208,1
0,1,15,0,1106,13,28,11,3,2,1,37,223.184,1
1,1,25,0,384,5,83,3,2,2,2,27,24.515,1
1,1,20,0,3639,48,3,9,2,2,1,28,378.487,1
0,1,25,0,3544,52,12,12,2,2,2,28,430.613,1
18,1,40,0,12646,198,0,58,2,2,1,25,657.25,1
0,1,28,0,13301,137,1,44,4,2,1,54,730.765,1
11,1,38,0,2466,35,92,14,4,2,2,45,57.287,1
16,1,41,0,8906,123,20,32,2,2,1,31,293.236,1
0,1,23,0,2252,23,1,9,2,2,1,32,65.145,1
13,1,31,0,17090,255,372,74,3,2,1,36,2011.922,1
0,1,42,0,1967,18,172,9,2,2,2,27,149.419,1
3,1,24,0,11666,195,242,52,2,2,1,27,1879.914,1
10,1,20,0,513,11,13,7,2,2,1,31,0.139,1
11,1,31,1,9040,115,298,25,2,2,1,28,1487.412,1
0,1,42,0,987,10,202,13,2,2,1,27,102.872,1
3,1,39,0,15577,245,83,40,2,2,1,33,1631.538,1
1,1,38,0,8944,122,412,25,2,2,1,27,1217.606,1
0,1,37,0,5339,70,1,13,2,2,1,28,164.761,1
8,1,34,0,11230,151,500,55,3,2,1,44,1719.791,1
3,1,37,0,15197,208,47,56,2,2,1,30,1688.34,1
0,1,35,0,2772,23,44,11,3,2,1,38,473.419,1
1,1,23,0,1904,25,382,9,2,2,2,27,253.491,1
0,1,30,0,11052,98,391,34,2,2,1,31,1623.11,1
1,1,36,0,6284,84,10,30,2,2,1,27,292.501,1
1,1,6,0,3589,47,56,22,2,2,1,27,273.303,1
14,1,31,0,9748,147,132,63,3,2,1,41,1062.691,1
0,1,29,0,1299,19,2,8,2,2,1,28,30.43,1
14,1,30,0,8457,144,9,50,2,2,1,27,750.03,1
3,1,41,0,13700,228,19,73,2,2,2,26,322.907,1
0,1,34,0,2221,30,10,11,2,2,1,26,333.582,1
0,1,33,0,12593,157,246,49,3,2,2,33,971.004,1
6,1,37,0,5553,73,278,35,3,2,2,42,894.398,1
0,1,41,0,164,2,13,4,2,2,1,25,125.486,1
4,1,33,0,6358,77,0,16,2,2,1,26,155.52,1
0,1,36,0,2122,23,423,19,3,2,1,34,1016.259,1
15,1,28,1,3237,47,158,13,2,2,1,36,35.747,1
0,1,27,0,1552,10,1,6,5,2,2,55,23.074,1
4,1,33,0,2458,37,80,11,2,2,1,32,390.116,1
4,1,38,0,8643,68,156,34,2,2,1,25,1060.026,1
1,1,32,0,2917,32,87,28,2,2,2,28,84.364,1
0,1,44,0,13,0,35,1,2,2,1,27,14.58,1
0,1,37,0,573,7,1,5,2,2,2,25,5.083,1
0,1,29,0,3647,31,265,11,2,2,1,27,699.838,1
1,1,34,0,8960,126,217,35,2,2,1,25,508.906,1
19,1,34,0,17090,255,244,97,3,2,1,39,2104.347,1
0,1,42,0,7893,120,408,39,5,2,1,55,1502.464,1
0,1,35,0,4115,53,77,11,2,2,1,25,1013.943,1
8,1,29,0,16428,233,48,71,3,2,1,43,1544.49,1
4,1,43,0,6064,86,0,32,2,2,1,30,101.496,1
0,1,34,0,3025,25,64,15,2,2,1,30,132.776,1
0,1,44,0,13787,172,39,36,2,2,2,28,1095.99,1
12,1,38,2,11570,154,123,55,3,2,1,45,986.248,1
0,1,39,1,2958,22,26,10,2,2,1,26,120.013,1
0,1,24,0,8181,91,140,27,2,2,1,26,759.542,1
1,1,22,0,13421,208,3,44,2,2,2,26,641.367,1
0,1,32,0,1,0,8,1,2,2,2,25,0.066,1
4,1,31,0,5243,79,164,21,2,2,1,27,169.858,1
3,1,36,0,15671,255,245,72,2,2,1,28,2049.695,1
4,1,39,0,8557,150,284,53,2,2,1,30,1198.821,1
10,1,39,0,3831,83,346,28,2,2,1,32,1433.299,1
0,1,34,0,3427,39,14,10,2,2,1,25,1003.441,1
0,1,38,0,1848,24,113,12,2,2,2,26,603.924,1
1,1,38,0,2695,64,375,18,2,2,1,25,1103.607,1
15,1,38,0,16174,253,363,83,2,2,1,29,1959.53,1
