Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn
7,1,30,0,14792,231,266,42,3,2,1,41,1576.578,1
4,1,36,1,8850,91,110,23,2,2,1,28,588.046,1
10,1,27,0,3692,42,5,11,3,2,2,36,139.545,1
1,1,34,0,215,5,89,19,4,2,2,46,2.012,1
1,1,41,0,8164,97,71,34,2,2,1,31,1063.033,1
0,1,22,0,10646,163,0,56,3,2,1,37,222.932,1
1,1,15,0,3414,50,13,28,2,2,1,28,44.85,1
5,1,37,1,2536,44,247,15,3,2,1,37,323.143,1
0,1,34,0,14745,220,7,71,2,2,1,26,1078.387,1
10,1,40,0,1196,19,447,15,2,2,2,35,793.923,1
6,1,31,0,8578,170,67,44,2,2,2,28,733.016,1
0,1,27,0,145,2,1,4,2,2,1,27,4.332,1
1,1,41,0,3341,51,47,22,2,2,2,32,453.364,1
0,1,28,0,1011,9,248,4,2,2,1,33,685.563,1
0,1,25,0,506,6,369,3,2,2,1,34,311.51,1
0,1,31,0,1160,7,74,5,2,2,1,32,6.997,1
4,1,39,0,5447,101,299,59,2,2,1,26,672.737,1
5,1,16,0,14495,196,54,67,2,2,1,28,807.636,1
4,1,39,0,8485,102,87,48,2,2,1,31,493.976,1
0,1,40,0,4956,69,3,26,2,2,1,26,696.445,1
3,1,38,0,1736,22,194,9,2,2,2,25,604.764,1
8,1,3,1,9327,88,31,28,4,2,1,51,561.066,1
2,1,40,0,9658,133,105,35,3,2,1,46,1344.812,1
2,1,33,0,1188,12,0,9,2,2,1,27,7.003,1
0,1,40,0,11087,116,197,41,2,2,1,29,1593.524,1
0,1,38,1,1,0,1,0,3,2,1,41,0.022,1
2,1,33,1,4127,44,4,19,2,2,1,27,205.456,1
0,1,35,0,667,14,63,6,2,2,2,25,265.734,1
0,1,31,0,2880,24,0,5,2,2,2,25,3.394,1
0,1,22,0,7013,85,7,43,2,2,1,33,962.44,1
0,1,28,0,334,3,292,2,2,2,2,25,663.839,1
0,1,39,0,52,0,1,2,3,2,2,41,1.631,1
0,1,36,0,2390,42,0,28,3,2,1,37,25.213,1
0,1,39,0,2,0,4,1,2,2,1,26,19.393,1
0,1,41,0,265,23,68,18,2,2,2,26,186.251,1
1,1,39,0,197,3,36,4,4,2,1,48,15.086,1
2,1,34,0,4097,60,241,23,2,2,2,26,570.415,1
0,1,37,0,2089,21,70,12,4,2,2,51,107.934,1
0,1,17,0,1792,26,13,9,2,2,1,25,881.984,1
3,1,34,0,11991,188,2,38,2,2,1,32,767.771,1
0,1,28,0,530,4,0,3,2,2,1,25,73.625,1
3,1,45,0,2,0,21,1,3,2,2,35,0.081,1
1,1,40,0,3298,58,30,19,2,2,1,25,918.367,1
0,1,36,0,1951,23,20,6,2,2,1,28,439.727,1
1,1,39,0,726,10,8,9,2,2,2,25,179.032,1
36,1,43,3,14662,242,522,58,2,2,1,27,1980.701,1
8,1,33,0,11281,134,2,37,2,2,1,33,903.296,1
2,1,30,0,5298,46,168,20,3,2,1,45,232.66,1
1,1,13,0,3236,38,0,15,2,2,1,26,354.707,1
1,1,33,0,13230,164,0,34,2,2,1,25,684.682,1
4,1,40,0,12576,153,274,27,3,2,1,43,1895.174,1
0,1,34,0,7551,90,1,29,3,2,1,35,390.68,1
0,1,29,0,698,12,0,8,2,2,1,32,4.439,1
0,1,25,0,3385,31,24,28,3,2,1,45,416.041,1
3,1,32,0,3359,45,83,26,3,2,1,36,148.919,1
2,1,21,0,2032,22,0,19,2,2,1,27,23.692,1
0,1,36,0,71,1,0,1,2,2,2,35,5.368,1
1,1,35,0,3973,52,67,22,2,2,2,27,704.77,1
2,1,38,0,101,4,20,4,2,2,2,25,11.858,1
6,1,33,0,13459,177,23,59,2,2,1,26,1346.462,1
0,1,38,0,287,2,3,4,2,2,2,25,40.407,1
20,1,39,2,4733,57,364,18,2,2,1,29,962.815,1
1,1,30,0,127,3,5,4,3,2,2,36,4.305,1
2,1,40,0,7260,120,209,39,2,2,1,34,1116.121,1
14,1,34,0,8401,149,478,45,3,2,1,40,966.726,1
0,1,19,0,3228,35,0,26,2,2,1,25,9.52,1
0,1,12,1,7256,95,14,33,2,2,1,27,521.372,1
1,1,40,0,3299,61,177,16,2,2,1,26,276.725,1
0,1,27,0,688,10,3,8,3,2,1,45,45.707,1
0,1,34,0,4439,65,36,29,2,2,1,25,907.462,1
9,1,36,0,8420,124,160,36,3,2,1,34,938.177,1
0,1,26,0,9055,102,293,32,5,2,1,55,1143.413,1
0,1,31,0,1113,13,19,3,2,2,1,35,27.702,1
3,1,41,0,7740,109,2,27,2,2,2,27,739.01,1
5,1,29,0,4241,33,7,13,2,2,1,33,33.448,1
3,1,36,0,984,16,113,2,3,2,2,39,39.257,1
1,1,30,0,4227,42,28,21,2,2,1,30,214.215,1
0,1,25,0,1943,14,3,4,4,2,1,49,27.981,1
1,1,23,0,15455,254,3,84,2,2,1,25,694.489,1
0,1,35,0,142,2,0,8,2,2,2,25,12.176,1
0,1,13,0,52,0,8,1,2,2,1,25,19.234,1
0,1,35,0,3201,26,11,2,2,2,1,30,115.845,1
0,1,29,1,9738,124,9,48,3,2,1,35,1300.922,1
20,1,29,1,17090,255,182,97,3,2,1,40,1952.899,1
0,1,34,0,4064,48,33,21,2,2,1,29,1273.114,1
2,1,41,3,2984,23,23,8,2,2,1,28,344.882,1
0,1,32,0,3889,26,14,5,2,2,1,29,530.731,1
0,1,30,1,8364,92,1,31,5,2,1,55,38.981,1
3,1,36,0,6846,81,21,27,2,2,1,28,633.763,1
0,1,25,0,0,0,0,0,2,2,2,34,0.0,1
0,1,26,0,83,1,52,1,2,2,1,25,24.508,1
0,1,27,1,8449,97,58,31,3,2,1,39,654.394,1
0,1,38,0,219,2,11,2,2,2,1,35,4.581,1
1,1,23,1,15953,227,345,77,3,2,1,42,2034.185,1
0,1,38,0,853,10,1,3,3,2,1,46,71.415,1
0,1,42,0,31,1,113,3,2,2,1,29,5.715,1
1,1,37,0,9909,115,7,41,3,2,1,38,390.266,1
0,1,25,0,1625,30,4,15,3,2,2,34,381.167,1
0,1,39,0,1279,17,21,6,2,2,1,28,104.879,1
2,1,29,1,2131,18,0,9,2,2,1,25,175.308,1
3,1,35,0,3209,38,21,10,2,2,2,29,92.072,1
24,1,23,0,15005,213,92,47,2,2,1,27,1656.471,1
0,1,31,0,1646,13,54,4,3,2,1,36,204.306,1
0,1,43,0,6482,79,492,50,3,2,1,36,1492.438,1
0,1,41,0,4349,39,0,19,2,2,1,33,169.801,1
0,1,40,0,2903,45,25,14,3,2,2,43,286.949,1
0,1,36,0,3127,43,1,15,2,2,1,27,414.592,1
0,1,31,0,2995,28,237,19,3,2,1,41,516.231,1
4,1,40,1,17090,255,161,97,4,2,1,47,2020.235,1
0,1,32,0,3982,35,17,19,3,2,2,40,435.111,1
0,1,32,0,334,3,1,4,4,2,2,48,2.146,1
0,1,38,0,626,8,144,10,2,2,1,25,447.276,1
2,1,32,1,1258,10,152,6,3,2,1,45,159.188,1
8,1,35,0,5169,43,146,31,3,2,1,35,398.521,1
0,1,38,0,92,2,13,4,4,2,2,49,56.234,1
0,1,36,0,5791,78,116,34,2,2,1,26,423.576,1
0,1,36,0,1886,20,32,32,2,2,1,31,352.503,1
0,1,38,0,0,0,0,0,2,2,2,26,0.0,1
1,1,39,0,690,7,48,5,3,2,2,35,87.109,1
2,1,36,0,9658,112,143,24,2,2,1,27,1904.325,1
6,1,37,0,960,12,8,7,4,2,2,47,229.912,1
14,1,24,0,14814,239,19,80,3,2,2,34,1169.508,1
0,1,38,0,11095,146,1,59,4,2,1,52,555.509,1
0,1,32,0,11,0,0,0,2,2,1,28,0.331,1
0,1,38,0,309,4,21,4,3,2,1,38,62.768,1
1,1,16,0,2336,19,50,13,3,2,1,42,92.205,1
