Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn
5,1,14,0,10291,99,3,38,3,2,1,42,410.056,1
0,1,24,0,1,0,5,0,2,2,2,28,3.744,1
5,1,44,0,4497,60,176,28,2,2,1,26,1521.309,1
0,1,27,0,838,12,162,12,3,2,1,42,604.655,1
0,1,25,0,678,8,25,9,2,2,1,27,137.205,1
1,1,35,0,13820,192,21,45,2,2,1,26,842.412,1
1,1,42,0,10147,144,84,55,5,2,2,55,610.791,1
0,1,37,0,3290,43,0,24,2,2,1,34,109.574,1
0,1,28,0,3197,45,0,14,2,2,1,26,337.398,1
4,1,28,1,509,6,137,6,2,2,1,27,102.392,1
0,1,14,0,0,0,0,0,2,2,2,25,0.195,1
0,1,15,0,252,4,14,5,3,2,2,40,51.969,1
0,1,40,0,1584,12,1,3,2,2,1,26,21.633,1
0,1,38,0,83,0,0,0,3,2,1,36,0.22,1
0,1,30,1,19,1,227,3,4,2,1,53,3.422,1
0,1,24,0,4156,57,4,14,2,2,2,27,598.617,1
10,1,40,0,1021,9,8,5,2,2,1,33,34.616,1
0,1,43,0,33,0,34,1,2,2,2,26,250.7,1
3,1,35,0,6668,93,1,23,2,2,1,25,1019.317,1
1,1,41,0,8725,85,0,22,2,2,1,28,91.919,1
1,1,39,0,10602,151,141,43,2,2,1,28,1067.143,1
5,1,37,0,8895,121,135,39,3,2,1,35,1061.619,1
1,1,26,0,4477,49,0,26,2,2,1,27,26.385,1
0,1,27,0,1710,29,5,5,2,2,2,30,58.929,1
0,1,43,0,2598,33,136,9,5,2,2,55,226.515,1
0,1,37,0,1056,25,21,11,5,2,1,55,100.424,1
1,1,30,0,9530,128,0,30,2,2,1,29,8.805,1
0,1,32,0,5,0,2,1,3,2,2,43,1.385,1
0,1,29,0,11298,125,3,46,2,2,1,28,560.261,1
1,1,32,0,8813,156,1,51,2,2,1,25,1121.41,1
0,1,36,0,6338,108,21,26,2,2,1,25,644.653,1
1,1,44,0,7896,94,13,40,2,2,1,25,635.444,1
0,1,39,0,1401,23,3,5,3,2,1,36,170.264,1
0,1,33,0,1667,20,3,15,2,2,1,33,240.278,1
9,1,35,0,8179,102,5,25,2,2,1,27,55.308,1
0,1,23,0,5919,46,2,16,2,2,1,28,904.09,1
4,1,23,0,181,3,0,3,2,2,2,28,3.607,1
25,1,35,3,12152,144,62,69,4,2,1,55,204.857,1
0,1,17,0,10,0,0,1,2,2,2,26,0.001,1
17,1,32,1,10696,160,215,49,3,2,1,38,772.87,1
2,1,46,0,548,3,81,5,2,2,1,28,22.365,1
0,1,36,0,7255,107,46,34,3,2,1,39,475.839,1
0,1,14,0,268,2,98,2,3,2,1,38,30.323,1
5,1,40,0,2145,40,2,36,3,2,2,36,135.55,1
7,1,42,0,444,5,9,5,2,2,2,32,43.652,1
9,1,43,0,10641,145,379,49,2,2,1,31,1713.743,1
6,1,41,2,573,9,483,13,3,2,1,35,532.63,1
1,1,25,0,1462,27,0,13,2,2,1,30,6.489,1
0,1,32,0,7271,87,62,32,3,2,1,41,453.239,1
0,1,37,1,2308,11,98,19,3,2,1,39,144.679,1
0,1,41,0,605,4,1,10,2,2,1,27,11.94,1
0,1,43,0,3524,68,53,12,2,2,2,27,597.995,1
0,1,40,0,13410,217,108,85,2,2,1,25,1107.027,1
1,1,35,0,474,4,15,8,3,2,2,36,44.916,1
2,1,38,0,2955,24,13,11,3,2,2,43,308.996,1
1,1,37,1,2258,18,3,6,2,2,1,26,8.961,1
5,1,42,3,11617,135,55,36,2,2,1,26,848.712,1
