Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn
0,1,38,0,707,10,0,5,3,2,1,33,179.881,1
0,1,27,0,227,4,48,4,2,2,2,27,5.83,1
0,1,38,0,12844,185,124,56,2,2,1,29,1236.477,1
0,1,34,0,3,0,73,0,2,2,1,25,11.593,1
1,1,38,0,83,3,0,7,2,2,2,33,0.339,1
0,1,35,0,926,14,4,11,2,2,1,32,20.29,1
0,1,23,0,468,6,3,5,2,2,1,29,86.764,1
1,1,32,0,4616,85,258,29,2,2,1,33,1136.327,1
4,1,40,1,16445,255,119,97,2,2,1,28,1720.78,1
3,1,31,0,16408,250,515,55,2,2,1,27,2165.28,1
2,1,36,0,7037,82,202,26,4,2,1,50,869.255,1
0,1,26,0,1934,16,8,11,3,2,1,44,39.582,1
2,1,30,0,1540,23,3,13,2,2,2,29,19.238,1
0,1,27,0,7585,89,85,24,3,2,1,40,840.988,1
0,1,37,0,5064,50,0,31,3,2,2,45,18.48,1
3,1,38,0,168,1,177,1,4,2,2,46,52.044,1
0,1,33,0,3070,28,344,20,4,2,1,51,554.539,1
0,1,10,0,1,0,10,1,2,2,1,25,23.398,1
6,1,32,0,11008,160,8,41,2,2,1,34,567.041,1
0,1,25,1,7223,62,67,26,4,2,1,47,529.56,1
0,1,16,0,1117,4,15,1,3,2,1,34,255.712,1
13,1,38,0,10030,117,63,49,3,2,1,39,579.908,1
0,1,27,0,2198,15,0,13,2,2,1,29,71.205,1
0,1,30,0,7041,76,43,27,2,2,1,28,940.605,1
25,1,43,0,11311,161,0,62,2,2,1,35,748.646,1
5,1,32,0,7716,95,102,44,2,2,1,26,924.725,1
0,1,41,0,658,10,93,10,2,2,2,26,129.864,1
0,1,29,0,6464,98,25,41,2,2,1,29,481.666,1
9,1,38,0,9680,172,403,67,2,2,1,31,1705.74,1
0,1,42,0,2175,23,95,7,2,2,1,28,257.976,1
0,1,33,0,3049,53,0,32,2,2,2,31,173.921,1
12,1,28,0,3149,67,95,32,2,2,1,27,191.645,1
0,1,23,0,265,4,1,4,2,2,1,32,22.078,1
2,1,19,0,7307,95,185,23,3,2,1,34,1050.676,1
0,1,28,0,9021,93,145,15,2,2,1,26,1161.699,1
5,1,35,0,964,25,3,14,2,2,2,29,152.323,1
0,1,44,0,262,1,6,1,2,2,1,27,39.158,1
0,1,32,0,1724,19,11,4,2,2,2,26,60.111,1
0,1,12,0,37,0,3,1,2,2,2,27,3.39,1
0,1,25,0,110,1,36,1,2,2,1,26,27.543,1
0,1,35,0,5239,65,77,14,2,2,1,25,482.446,1
0,1,44,0,61,1,24,1,2,2,2,27,5.991,1
0,1,40,0,6244,46,0,10,2,2,1,25,104.42,1
5,1,33,0,11460,158,197,53,2,2,1,35,613.234,1
2,1,36,1,3090,48,80,15,2,2,1,25,114.42,1
0,1,12,0,736,12,0,8,3,2,1,34,16.862,1
0,1,36,0,59,2,0,1,2,2,1,33,0.015,1
0,1,38,0,35,1,0,1,4,2,2,51,4.682,1
0,1,43,0,1041,6,47,4,2,2,1,26,124.237,1
0,1,34,0,34,1,0,2,2,2,2,28,1.454,1
0,1,35,0,3537,25,0,13,2,2,1,28,23.648,1
1,1,34,0,6548,107,268,20,3,2,1,36,2005.115,1
1,1,31,0,1528,19,39,10,2,2,1,26,345.612,1
4,1,21,1,6101,74,162,22,2,2,1,25,674.99,1
2,1,26,0,130,2,0,3,2,2,2,33,7.454,1
1,1,27,0,9487,117,210,44,3,2,1,37,1403.367,1
0,1,34,0,3278,42,0,12,2,2,2,28,35.769,1
3,1,41,0,10489,149,3,44,2,2,1,26,469.841,1
0,1,33,0,635,11,17,14,2,2,1,26,129.321,1
1,1,31,0,4443,51,1,17,3,2,1,38,146.121,1
0,1,36,0,1819,14,15,2,4,2,2,48,92.743,1
0,1,34,0,755,19,62,15,2,2,2,28,516.148,1
0,1,35,0,3,0,2,0,2,2,1,33,0.152,1
0,1,34,0,1089,15,212,6,2,2,1,27,984.021,1
2,1,35,0,13425,210,115,84,2,2,1,27,1709.503,1
0,1,26,0,804,22,93,19,2,2,1,26,176.828,1
7,1,39,0,617,11,169,6,3,2,2,34,148.463,1
0,1,34,0,10170,130,200,47,5,2,1,54,1442.249,1
0,1,24,0,5852,75,69,36,3,2,1,43,860.043,1
0,1,12,0,801,7,1,3,2,2,1,31,10.09,1
12,1,37,3,17024,255,477,86,5,2,1,54,2165.28,1
0,1,27,0,9570,94,1,22,2,2,1,29,315.345,1
0,1,13,0,6824,71,11,22,3,2,1,37,303.335,1
0,1,34,0,5515,52,0,16,2,2,1,28,85.474,1
4,1,32,0,7560,80,110,22,2,2,1,25,299.079,1
0,1,33,0,593,12,169,6,3,2,2,34,318.308,1
0,1,26,0,4913,51,160,22,2,2,1,26,352.473,1
0,1,34,0,3424,44,2,26,3,2,1,37,116.933,1
1,1,32,0,8458,95,9,32,5,2,1,55,296.806,1
0,1,39,0,1486,33,199,15,2,2,1,31,767.173,1
0,1,36,0,100,2,0,3,2,2,1,25,55.35,1
0,1,34,0,2651,56,425,25,2,2,1,27,889.513,1
0,1,44,0,4437,64,67,24,3,2,1,39,1553.408,1
0,1,39,0,9174,115,49,48,2,2,1,26,923.493,1
0,1,27,0,5301,92,27,33,2,2,2,26,1043.721,1
1,1,42,0,2348,31,394,13,2,2,1,34,595.586,1
0,1,41,0,27,1,3,1,2,2,1,27,15.06,1
0,1,38,0,6523,66,119,29,3,2,1,35,1233.093,1
4,1,25,3,9567,119,15,25,3,2,1,46,254.579,1
0,1,32,0,1360,30,0,24,2,2,1,32,216.664,1
0,1,40,0,153,2,0,6,4,2,2,45,7.962,1
4,1,29,0,3268,42,19,12,4,2,1,55,160.0,1
6,1,19,0,14582,235,8,72,3,2,1,34,1012.207,1
2,1,34,0,1228,22,64,12,2,2,2,25,105.519,1
4,1,42,0,13297,171,32,60,3,2,1,41,582.855,1
0,1,20,0,5233,35,28,12,2,2,1,31,505.951,1
2,1,46,0,15599,203,410,74,2,2,1,31,1844.182,1
0,1,39,0,58,1,3,3,2,2,2,25,20.742,1
0,1,39,0,2766,20,97,33,2,2,1,26,464.908,1
1,1,34,0,19,0,5,4,2,2,2,26,1.888,1
0,1,29,0,1334,26,6,21,4,2,1,53,221.143,1
1,1,40,0,1211,18,15,6,2,2,1,25,211.947,1
0,1,17,0,1,0,6,0,2,2,2,30,0.02,1
6,1,20,0,9623,174,333,75,5,2,1,54,1353.001,1
0,1,27,0,539,9,415,11,3,2,1,39,392.119,1
1,1,39,0,2143,25,52,15,2,2,2,28,328.366,1
0,1,40,1,5567,99,126,47,2,2,1,25,1123.639,1
0,1,44,0,250,2,1,2,2,2,2,27,11.108,1
1,1,39,0,851,12,104,18,3,2,1,36,144.768,1
0,1,43,0,70,2,16,8,2,2,2,31,0.29,1
0,1,19,0,9405,96,131,39,2,2,2,28,725.126,1
