Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn
1,1,38,1,5208,84,35,43,2,2,1,26,1114.407,1
0,1,34,0,832,4,11,2,2,2,1,28,523.111,1
1,1,43,0,3611,43,144,12,3,2,1,39,819.474,1
1,1,35,0,1634,15,44,8,2,2,1,25,294.613,1
7,1,24,0,854,10,0,6,2,2,1,32,1.626,1
0,1,26,0,429,11,1,5,3,2,2,34,175.193,1
0,1,40,0,16,0,6,2,2,2,2,27,99.294,1
0,1,21,0,905,5,6,12,2,2,1,30,231.31,1
17,1,19,0,10939,133,30,55,2,2,1,30,769.689,1
1,1,29,5,535,11,365,11,3,2,1,40,213.195,1
2,1,44,0,12180,182,17,40,4,2,1,52,1268.241,1
0,1,21,0,1488,29,0,15,2,2,2,26,108.894,1
2,1,35,0,2756,72,94,26,2,2,1,26,412.555,1
8,1,40,0,12218,179,99,56,2,2,1,28,583.748,1
21,1,45,0,1261,11,143,5,2,2,2,32,28.497,1
0,1,38,0,187,3,0,2,2,2,2,26,0.089,1
3,1,37,0,11847,166,62,34,2,2,2,27,257.736,1
0,1,36,0,132,3,2,7,4,2,1,51,52.262,1
0,1,33,0,5155,87,51,31,2,2,1,32,942.62,1
0,1,28,0,8435,108,46,35,2,2,1,29,1285.631,1
2,1,29,0,61,1,79,1,4,2,2,45,36.491,1
0,1,34,0,4420,62,13,34,2,2,1,33,903.572,1
1,1,33,0,3250,42,50,25,2,2,1,31,197.529,1
12,1,45,0,3101,44,456,30,2,2,1,31,966.85,1
0,1,32,0,307,2,23,1,2,2,1,26,68.673,1
4,1,37,0,597,15,259,13,3,2,1,46,92.743,1
1,1,35,0,9550,82,26,29,3,2,1,41,828.325,1
6,1,42,0,7257,97,180,33,3,2,1,38,1170.588,1
1,1,43,1,2585,36,91,20,3,2,2,41,199.244,1
0,1,19,0,5540,61,282,21,2,2,1,31,901.143,1
5,1,43,0,544,22,19,5,4,2,1,47,6.747,1
5,1,37,2,11137,108,384,22,3,2,1,45,617.175,1
2,1,36,0,16554,203,375,68,3,2,1,34,2115.932,1
0,1,29,0,0,0,0,0,2,2,1,27,0.191,1
0,1,7,0,785,4,67,2,2,2,1,27,199.259,1
0,1,31,0,12464,183,161,39,3,2,1,39,1778.513,1
0,1,18,0,3,0,0,0,2,2,1,26,0.097,1
4,1,20,0,14199,179,91,43,2,2,1,26,821.969,1
3,1,37,0,9760,180,334,45,2,2,1,31,1470.322,1
0,1,29,0,1761,16,11,8,2,2,1,28,102.201,1
5,1,27,0,13119,233,219,75,2,2,1,27,2008.957,1
1,1,29,0,838,10,22,12,3,2,1,44,48.048,1
2,1,38,0,71,1,0,3,2,2,2,27,12.776,1
0,1,29,0,3567,48,2,37,2,2,1,30,591.063,1
0,1,35,0,1,0,240,1,3,2,1,38,8.35,1
0,1,3,0,7918,77,28,35,3,2,1,41,661.933,1
1,1,30,0,1243,5,1,3,3,2,1,36,63.77,1
0,1,40,0,4327,61,151,26,2,2,2,28,1087.253,1
1,1,34,0,2852,36,350,18,2,2,1,26,1089.36,1
0,1,38,1,8177,109,116,36,3,2,1,38,1614.206,1
6,1,34,0,3394,39,380,16,3,2,2,37,215.232,1
11,1,40,0,11671,182,477,69,3,2,1,47,1191.98,1
0,1,30,0,579,3,5,4,3,2,1,37,286.025,1
5,1,41,0,786,9,11,3,3,2,1,34,108.971,1
