Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn
1,1,39,0,766,8,95,4,2,2,1,25,44.593,1
1,1,41,0,926,5,33,2,3,2,1,38,227.241,1
0,1,37,0,3505,43,194,21,3,2,2,37,291.394,1
21,1,40,0,10954,189,288,82,2,2,2,31,1347.824,1
0,1,41,0,1765,14,1,8,3,2,2,41,187.496,1
2,1,29,0,5722,81,79,38,2,2,1,32,131.635,1
18,1,42,0,17090,255,74,97,2,2,1,29,1432.428,1
0,1,21,0,755,11,9,8,2,2,1,27,188.795,1
5,1,28,0,8824,151,238,37,5,2,1,53,1368.499,1
0,1,31,0,43,0,22,2,3,2,1,44,36.445,1
0,1,37,0,442,4,34,7,3,2,1,38,88.068,1
2,1,36,0,1923,32,58,11,2,2,2,33,258.164,1
0,1,30,0,3209,27,1,7,3,2,1,36,133.964,1
0,1,38,0,116,2,173,1,2,2,1,27,58.142,1
5,1,29,3,11058,137,116,38,2,2,1,25,1283.49,1
0,1,35,0,0,0,0,1,2,2,2,25,0.123,1
1,1,27,0,444,8,2,9,4,2,1,50,2.971,1
4,1,44,1,9202,111,265,43,3,2,1,37,465.367,1
0,1,23,0,1817,9,290,5,2,2,2,28,123.735,1
1,1,35,0,13626,190,67,56,3,2,1,36,1095.489,1
0,1,15,0,1668,19,0,7,3,2,1,34,135.648,1
0,1,18,0,44,2,2,3,2,2,1,34,2.98,1
16,1,29,1,13187,216,373,82,2,2,1,28,1475.73,1
0,1,34,0,1712,31,46,18,4,2,1,47,169.496,1
11,1,42,0,15354,255,25,86,2,2,1,25,1753.32,1
0,1,24,0,70,1,0,1,4,2,2,47,0.51,1
7,1,38,0,137,4,251,5,3,2,2,40,89.031,1
4,1,34,0,10982,102,0,23,2,2,2,28,479.599,1
0,1,28,0,5141,58,3,16,2,2,1,27,600.573,1
8,1,29,0,3612,30,52,6,3,2,1,45,101.313,1
2,1,43,0,442,7,9,4,2,2,1,27,415.616,1
2,1,40,0,11658,161,30,63,2,2,1,28,1198.375,1
0,1,32,2,1504,13,19,10,2,2,1,25,224.282,1
0,1,19,0,2107,28,104,6,2,2,1,26,297.741,1
1,1,36,0,668,27,0,14,2,2,2,25,11.025,1
