Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn
0,1,28,0,974,16,21,5,2,2,1,25,297.945,1
0,1,20,0,414,12,71,5,2,2,1,28,44.196,1
7,1,35,0,2966,33,377,10,2,2,1,26,1746.436,1
10,1,41,0,10660,133,1,44,4,2,1,49,448.651,1
0,1,44,0,46,1,53,2,2,2,2,25,0.928,1
0,1,37,0,2151,19,0,7,5,2,1,55,3.712,1
4,1,43,1,14395,220,254,75,3,2,1,40,1829.973,1
3,1,40,0,4476,48,228,28,2,2,1,26,972.512,1
22,1,11,2,17090,255,24,97,2,2,1,28,2014.621,1
0,1,39,0,400,4,1,5,2,2,1,33,5.331,1
6,1,39,0,13702,200,237,61,2,2,1,27,1141.005,1
3,1,37,0,7319,120,14,28,2,2,1,26,882.266,1
2,1,20,0,193,3,305,2,2,2,2,30,27.916,1
10,1,37,3,13473,210,64,68,4,2,1,55,1005.405,1
5,1,37,0,16557,255,277,97,2,2,1,30,2033.397,1
9,1,41,0,3884,55,22,27,2,2,1,32,382.273,1
9,1,41,0,627,17,8,5,3,2,2,39,101.488,1
7,1,22,0,4277,48,62,10,3,2,1,43,273.753,1
0,1,35,0,7840,100,28,40,3,2,1,43,1147.325,1
0,1,44,0,1602,22,138,7,2,2,1,29,315.407,1
0,1,32,0,4576,39,22,11,2,2,1,28,500.736,1
0,1,29,0,466,12,16,10,2,2,1,28,49.18,1
0,1,28,0,1,0,156,0,3,2,2,35,19.923,1
2,1,45,0,2926,47,1,24,2,2,2,25,398.692,1
2,1,29,0,13144,155,4,39,2,2,1,34,907.035,1
0,1,13,0,3446,30,100,14,2,2,1,25,981.972,1
0,1,33,0,2753,56,14,23,2,2,1,25,166.703,1
6,1,33,1,331,4,328,5,2,2,1,29,194.071,1
10,1,43,0,11052,110,522,41,5,2,1,55,1831.902,1
0,1,39,0,1,0,16,0,3,2,1,36,4.298,1
1,1,30,0,10441,162,291,45,2,2,1,34,1676.168,1
0,1,40,0,1078,8,0,5,2,2,1,27,22.745,1
