Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn
0,1,23,0,1261,16,158,7,2,2,2,30,260.006,1
11,1,41,0,1359,25,36,15,2,2,1,28,50.423,1
0,1,37,0,139,1,0,2,2,2,2,27,2.205,1
0,1,36,0,58,2,0,3,3,2,2,37,1.805,1
0,1,43,0,8109,91,17,31,3,2,1,38,825.994,1
5,1,41,0,11848,158,133,44,3,2,2,39,845.078,1
1,1,28,0,1012,8,212,4,4,2,1,47,232.422,1
0,1,21,0,1474,24,12,7,2,2,1,26,108.706,1
0,1,26,0,553,10,0,22,2,2,1,25,455.185,1
2,1,28,0,44,1,39,1,2,2,2,26,89.876,1
7,1,29,0,4196,64,15,23,2,2,1,30,525.101,1
4,1,24,0,7891,102,14,32,4,2,1,53,417.241,1
1,1,28,0,9915,117,271,51,2,2,1,32,1654.681,1
5,1,23,0,1732,20,49,19,2,2,1,26,562.176,1
5,1,37,0,5928,74,35,27,2,2,1,27,431.53,1
3,1,34,0,7248,114,5,47,2,2,1,25,453.874,1
5,1,34,0,914,8,134,14,3,2,1,35,96.964,1
0,1,30,0,549,5,4,4,2,2,1,31,133.668,1
8,1,36,0,10188,136,63,25,2,2,1,29,797.596,1
1,1,29,0,11882,157,162,41,2,2,1,28,1175.437,1
0,1,32,0,504,13,0,6,2,2,2,26,12.346,1
9,1,32,0,1644,19,20,11,2,2,1,27,145.581,1
0,1,11,0,5,0,2,1,3,2,1,45,0.352,1
1,1,24,0,15023,204,128,82,3,2,1,39,1373.718,1
1,1,36,0,1973,49,107,27,2,2,1,27,128.054,1
0,1,27,0,2727,29,33,14,3,2,1,44,501.242,1
8,1,27,0,5939,53,94,16,3,2,1,36,389.578,1
1,1,38,0,13969,168,102,52,2,2,1,31,1807.001,1
2,1,30,1,6766,91,264,20,3,2,1,42,495.148,1
0,1,37,0,220,8,0,6,2,2,2,29,12.103,1
3,1,37,0,5504,73,103,33,2,2,1,28,581.388,1
1,1,28,0,3403,30,64,7,2,2,1,25,751.363,1
7,1,29,0,4425,47,110,30,2,2,1,32,293.238,1
0,1,29,0,3335,41,19,17,2,2,1,26,248.702,1
0,1,40,0,6467,117,7,55,2,2,1,26,518.729,1
1,1,34,0,3465,24,4,5,2,2,2,26,96.038,1
0,1,39,0,1291,15,115,8,2,2,1,31,136.19,1
0,1,18,0,10233,103,2,40,2,2,1,27,727.798,1
0,1,42,0,7596,102,151,25,3,2,1,39,178.481,1
1,1,42,0,13292,192,10,52,2,2,1,30,527.216,1
0,1,39,0,356,2,67,3,2,2,1,26,15.836,1
1,1,45,0,2061,27,360,8,3,2,1,38,1041.208,1
7,1,36,0,3426,45,101,12,2,2,1,29,104.534,1
0,1,32,0,4,0,47,0,3,2,2,42,14.17,1
0,1,31,0,865,15,239,9,2,2,1,30,685.144,1
2,1,33,0,1100,17,201,12,2,2,2,26,1573.304,1
0,1,28,0,3227,31,0,4,2,2,1,26,196.484,1
3,1,25,1,12712,157,273,42,2,2,1,26,660.936,1
5,1,40,0,1738,23,28,10,2,2,1,25,104.322,1
0,1,41,0,5299,78,6,19,2,2,2,28,427.865,1
0,1,38,0,627,6,63,2,2,2,2,31,241.692,1
2,1,38,0,373,7,30,5,2,2,1,25,25.707,1
0,1,31,0,529,12,22,11,2,2,2,26,121.664,1
0,1,13,0,4891,71,276,25,2,2,1,35,521.626,1
8,1,46,5,3538,34,179,10,5,2,1,54,50.681,1
0,1,46,0,3888,25,72,12,3,2,2,40,969.168,1
1,1,30,0,2340,66,201,40,3,2,2,37,943.942,1
0,1,36,0,2124,25,343,9,3,2,1,38,676.152,1
