Call Failure,Complains,Subscription Length,Charge Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn
14,1,29,2,15933,240,145,72,4,2,1,50,1872.213,1
0,1,45,0,2311,21,0,3,2,2,2,30,325.98,1
1,1,35,0,4413,125,275,43,2,2,2,32,685.293,1
1,1,36,0,2337,29,0,14,2,2,1,25,24.126,1
0,1,38,0,701,17,121,4,2,2,1,25,89.994,1
0,1,12,0,3946,57,64,26,3,2,1,35,132.482,1
14,1,30,0,1589,39,259,15,2,2,2,27,490.897,1
0,1,37,0,8680,142,49,46,4,2,1,46,1892.9,1
0,1,30,0,34,0,0,0,4,2,1,49,4.898,1
2,1,40,2,3844,34,201,19,3,2,1,44,796.754,1
5,1,38,0,3426,84,510,32,2,2,1,26,1621.503,1
4,1,41,1,7597,60,35,29,2,2,1,31,142.76,1
1,1,26,0,14574,236,2,70,2,2,1,27,1316.864,1
6,1,43,0,3538,40,170,20,3,2,1,45,48.568,1
0,1,39,0,5470,54,0,9,2,2,1,34,680.18,1
4,1,36,0,12680,159,58,50,3,2,1,46,309.922,1
7,1,39,0,8132,111,434,38,3,2,1,39,1069.845,1
0,1,44,0,5426,52,18,13,3,2,1,42,49.163,1
0,1,45,0,4866,55,49,11,3,2,1,37,1199.322,1
0,1,28,0,274,10,0,8,2,2,1,25,41.867,1
0,1,41,0,2394,17,261,2,3,2,1,40,463.798,1
0,1,15,0,728,9,1,7,2,2,1,27,12.651,1
3,1,32,0,4417,43,6,28,3,2,1,40,298.855,1
0,1,32,0,4583,57,58,20,3,2,2,37,1206.28,1
18,1,29,0,17090,255,365,90,3,2,1,40,1987.344,1
2,1,41,0,16760,248,2,88,5,2,2,55,1158.352,1
12,1,26,0,10994,169,68,64,2,2,2,33,847.201,1
0,1,38,0,73,0,0,3,2,2,2,25,0.196,1
0,1,32,0,2591,28,67,6,3,2,1,41,59.761,1
0,1,26,0,3208,34,0,15,2,2,1,30,12.338,1
5,1,12,0,4838,70,150,34,2,2,1,27,753.709,1
6,1,36,0,8585,77,87,44,3,2,2,48,291.271,1
0,1,36,0,6113,61,5,26,2,2,2,26,837.893,1
0,1,30,1,305,6,0,6,5,2,1,54,3.153,1
3,1,36,0,516,8,2,3,2,2,1,26,23.598,1
0,1,37,0,4146,26,78,6,3,2,1,43,909.859,1
10,1,37,0,4957,104,1,34,3,2,2,36,57.621,1
8,1,35,0,511,10,227,10,2,2,1,26,82.365,1
1,1,35,0,3226,55,123,31,3,2,2,45,934.614,1
3,1,38,0,2079,29,77,15,2,2,2,27,108.329,1
0,1,29,0,1086,12,6,2,4,2,1,45,178.898,1
1,1,42,0,322,5,41,6,3,2,1,36,279.187,1
0,1,26,0,1715,12,19,4,2,2,1,32,212.806,1
1,1,34,0,0,0,1,0,2,2,2,28,0.0,1
0,1,39,0,10887,140,1,30,2,2,1,26,515.464,1
1,1,24,1,9,0,169,0,2,2,1,31,24.767,1
4,1,41,4,4714,76,415,29,2,2,1,29,728.473,1
0,1,15,0,0,0,0,0,2,2,1,25,0.001,1
4,1,37,2,7214,88,104,35,2,2,1,31,1141.65,1
0,1,42,0,9193,134,373,42,2,2,1,26,2113.235,1
