Age,Amount_invested_monthly,Annual_Income,Changed_Credit_Limit,Credit_History_Age,Credit_Utilization_Ratio,Delay_from_due_date,Interest_Rate,Monthly_Balance,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Num_Credit_Inquiries,Num_of_Delayed_Payment,Num_of_Loan,Outstanding_Debt,Total_EMI_per_month,Month,Occupation,Credit_Mix,Payment_of_Min_Amount
28.0,78.06399679337221,46063.09885211388,19.98551107212295,25.26738979797193,38.40180916043223,11.0,10.0,351.433498939546,6265.845380546401,6.0,4.0,4.0,11.0,4.0,1855.9211773205566,243.87195725166637,December,Teacher,Good,Yes
24.0,170.04401312815435,55901.5924233494,19.24136099934604,10.481079747590343,28.05600466163377,19.0,22.0,280.8143708169083,4250.12959160011,5.0,8.0,7.0,15.0,5.0,1183.7964922954006,463.47096488673833,November,Mechanic,Standard,Yes
36.0,277.78727993994454,36362.035295501075,9.73704957244771,15.690079097230807,29.201025990089665,34.0,19.0,157.53512145232816,4446.146884110553,4.0,5.0,10.0,19.0,6.0,2605.9990554256524,333.78054353123554,December,Accountant,Standard,Yes
22.0,31.812009912689824,42088.611812022915,17.703894699864176,19.56161945752234,43.74301679150385,28.0,16.0,650.8871072094495,4214.223255153208,4.0,6.0,4.0,18.0,1.0,298.3931460926181,2161.1896941171067,September,Musician,Good,Yes
32.0,231.7189582711507,54017.78305460483,5.1742419607906065,32.82423576161648,36.43605664329874,1.0,10.0,272.6761781258285,2911.49163101758,4.0,1.0,2.0,7.0,2.0,140.8600091128769,90.22791959856465,November,Writer,Bad,NM
41.0,342.8231656564258,68835.85847679226,7.01744202247788,12.85928540137445,39.90545815727215,18.0,7.0,160.82554422411528,6372.080881227227,3.0,5.0,6.0,5.0,6.0,1778.7496714239169,443.443620444954,December,Journalist,Good,No
20.0,408.9054129354,14623.330997078716,6.880941332151497,19.426442407215802,40.129784628791235,7.0,12.0,182.92427168648751,3676.7674769759983,7.0,3.0,8.0,16.0,3.0,946.7576892771916,95.34682512398204,December,Mechanic,Good,No
53.0,234.7488599474192,85489.14696137175,16.02677924310944,26.78330529475579,31.703536606373692,13.0,5.0,510.6216548733587,3277.074998560635,6.0,2.0,4.0,3.0,0.0,102.08164704714154,542.5116094840025,December,Scientist,Bad,No
32.0,9.541022085614086,33603.99756865226,7.249478027697016,19.247599220246457,29.191538739538423,10.0,10.0,668.560713788668,3361.007917459028,3.0,5.0,6.0,6.0,1.0,247.81023636184003,41.673939232495414,November,Entrepreneur,Bad,NM
47.0,33.948471498671225,29700.617446408483,16.27817692174852,19.675384969926938,27.95337510482149,2.0,8.0,469.3872141690181,3031.1449190054796,2.0,6.0,13.0,3.0,5.0,487.0855727629948,470.25496409658683,September,Entrepreneur,Good,No
27.0,41.17685241674129,10149.358328987182,21.440286716184165,15.940197953877316,33.93348337829975,14.0,26.0,186.84405676480654,1731.0805548416176,5.0,8.0,11.0,14.0,9.0,928.0169705559942,521.3071258016033,November,Mechanic,Standard,Yes
45.0,649.2347452579612,59650.51732008801,10.035495896491312,17.539017420118853,31.35301958506133,19.0,8.0,310.8895145578366,6540.629861737517,5.0,4.0,8.0,22.0,4.0,348.2257093914258,332.614414960368,September,Teacher,Standard,Yes
32.0,170.3242651659274,60112.91626856165,6.9962986280399235,17.59886572356453,26.27568315756658,-0.0,13.0,604.3870512586911,4957.51325389843,6.0,6.0,7.0,13.0,1.0,357.5441348256503,81.68405027898206,December,Engineer,Good,No
40.0,27.960637756445156,10802.249888081476,2.328065451471577,26.298829679137896,29.122342643863433,22.0,7.0,499.15809895560346,336.78116952760365,5.0,4.0,5.0,2.0,3.0,926.6205005915492,2495.9455688211124,November,Engineer,Bad,No
34.0,220.0817846215662,14410.387514488888,21.61179016913516,21.74900624969979,32.40213371088152,27.0,13.0,319.1535183408341,2975.130410573717,4.0,5.0,8.0,14.0,3.0,2223.0069613624455,27.301801727372037,September,Scientist,Standard,Yes
27.0,158.35683134622272,16776.81717699016,11.21781354339128,8.320256959348,25.74590598603114,35.0,7.0,233.3823446270621,2441.3807300945673,11.0,8.0,16.0,13.0,2.0,1470.2041462493794,4164.828675917705,December,Writer,Standard,Yes
18.0,136.12228807661097,11762.949793394608,10.879515060380648,30.058255014667225,30.445174846464006,17.0,21.0,235.64960355012673,836.9256047003497,6.0,7.0,8.0,23.0,4.0,989.7610835162956,3036.5075404396466,November,Architect,Standard,Yes
37.0,452.41905245082893,249053.12684184025,7.317658642850809,22.04915630613408,23.688194039941045,6.0,6.0,336.71467910876277,6453.991236789497,2.0,3.0,10.0,9.0,4.0,704.0169180235715,334.21596762399497,December,Engineer,Bad,No
43.0,174.06522159156881,19674.543762392623,-1.0193358264309929,27.322443474301508,26.303800962915787,12.0,7.0,183.67597987584926,3026.056266595044,9.0,4.0,4.0,10.0,2.0,239.99819611001817,39.68012371563256,October,Journalist,Bad,No
39.0,23.952021659112116,18577.346062728175,16.525967601938074,10.406487368411376,43.42617694403116,31.0,12.0,560.2886505577137,1717.80295139645,9.0,7.0,10.0,12.0,2.0,1712.9936255481857,34.323094253180884,October,Writer,Standard,Yes
46.0,105.51004194868602,20018.474403791588,22.144982871146997,22.628708858049777,31.432307469106465,-0.0,13.0,571.1022556369956,2690.4164992122132,5.0,5.0,9.0,10.0,2.0,705.7101261381464,1822.8996921489652,December,Doctor,Good,Yes
26.0,299.5174592131531,54934.92283196977,0.46759086297303654,23.62248346319069,41.035890460845934,18.0,7.0,405.2784458125384,5843.578618987356,4.0,5.0,5.0,10.0,0.0,921.3813640688793,84.69683200341706,September,Engineer,Bad,No
16.0,136.9008084686895,92712.0813501312,18.445392063079776,21.22946734383305,39.417530058151314,1.0,3.0,1001.1460051610255,6873.276186887612,3.0,3.0,6.0,11.0,2.0,225.88530018529835,5.451915950053291,September,Developer,Bad,NM
34.0,19.348401202391063,14470.023341479962,11.003349036450423,19.220545514570006,33.32975425405351,19.0,15.0,222.43997736459565,1473.5942683788821,4.0,5.0,4.0,6.0,5.0,1217.7542746509273,57.513772650100805,October,Scientist,Good,No
32.0,128.38666775525482,43301.85901756522,0.5501223021497879,22.589139366795518,34.14477569153654,10.0,15.0,273.7229641759968,2645.1480471461027,2.0,6.0,4.0,6.0,1.0,98.27376577734273,109.59164949895057,November,Teacher,Bad,NM
31.0,440.2339344509994,60754.266637453984,5.519915530807911,25.179069544365177,29.890016590046365,-1.0,5.0,643.7846490505669,5387.584035444552,1.0,3.0,6.0,4.0,3.0,348.56630061424124,868.6086168689613,December,Journalist,Bad,NM
28.0,220.05038818632653,30060.682985483763,13.418906854115665,25.286917198773722,43.94353097572204,46.0,17.0,176.59756795159896,1811.165232857009,7.0,7.0,5.0,22.0,3.0,1972.8230635531907,171.32080297295755,October,Lawyer,Standard,Yes
24.0,256.8022665416115,119685.7491737738,14.930816316415218,25.596310049868407,31.46185275586351,18.0,10.0,573.091864583188,9024.059820361803,3.0,7.0,6.0,7.0,4.0,220.18276132815703,253.82839327638885,September,Engineer,Good,No
19.0,249.18834257078512,49338.84955794438,12.240873193908108,5.440280907103727,33.57239005924725,19.0,11.0,680.3759639022741,8397.60203937584,7.0,7.0,11.0,23.0,2.0,521.5655346002712,228.46417075815913,October,Teacher,Standard,Yes
22.0,205.55427695244694,29326.35696139764,-0.6517847430658961,25.05283389606518,40.24691579273962,7.0,16.0,432.3560742268678,3767.5364020185357,7.0,5.0,6.0,12.0,3.0,1390.8798046831841,2222.464211450324,October,Architect,Good,No
28.0,37.46554819995799,46768.81850852704,12.82299052113797,9.620348403669482,32.50340256054128,11.0,9.0,289.9224952595556,2056.8410247351844,5.0,3.0,6.0,11.0,5.0,2504.7844625539956,191.97860908519732,December,Lawyer,Good,No
39.0,295.64110988630205,27527.103630244226,22.022657312259742,4.409706692188422,39.80741049484622,28.0,15.0,293.39324176778825,2489.41255514104,10.0,8.0,5.0,19.0,6.0,2049.3259443553543,42.25990609977508,December,Mechanic,Standard,Yes
38.0,124.36699208390097,36179.37540605823,8.867259268302956,31.748298699507757,34.874912429883324,32.0,30.0,520.3377932039446,3221.5632750161194,4.0,5.0,4.0,8.0,4.0,861.3935343450001,5.110843423110808,October,Architect,Standard,Yes
35.0,55.70292033339842,49003.318205000774,14.766896183113303,3.339502504978441,37.32081678065479,30.0,17.0,273.4244691368433,3534.6350195401783,8.0,5.0,6.0,11.0,4.0,2922.804584048859,189.44556960827015,September,Teacher,Standard,Yes
29.0,44.139931757883716,17493.47473685063,9.209684933995188,23.543912045301738,24.722299312383036,8.0,14.0,351.27650998802505,1049.3949315570012,4.0,6.0,8.0,16.0,4.0,1278.1555790523264,1038.960191056428,September,Engineer,Good,Yes
27.0,18.50976717730679,99658.96753443543,1.5948468152510635,24.90435772042241,32.60836361741293,34.0,4.0,854.2910360711878,9000.285847913108,2.0,4.0,2.0,6.0,3.0,276.9690011575174,387.8787318589006,September,Media_Manager,Bad,No
35.0,137.3135653489035,17896.809847135642,10.085779786442984,15.327074182538297,39.36315986592382,17.0,15.0,214.492366979722,1639.943786921289,6.0,7.0,12.0,13.0,5.0,1603.5214571473264,2.66629879969544,September,Journalist,Standard,Yes
24.0,285.44109269270837,39335.21969675247,6.902862482819984,24.78104197671678,24.887853046753904,20.0,10.0,382.4044606187273,3738.6348789209824,6.0,6.0,5.0,9.0,4.0,317.7337786192363,103.46731094655321,November,Mechanic,Good,Yes
35.0,24.744007179052517,35749.85351657205,8.25002648985178,16.05958138851196,27.17666789370673,24.0,14.0,494.5140645453897,3529.486357258838,2.0,5.0,8.0,20.0,2.0,545.991865284952,1759.7727442117327,November,Architect,Good,No
25.0,117.00210593942923,11897.781779498146,14.897472906052307,20.023993926575713,36.983426904177946,20.0,16.0,199.25521781426832,2071.714309472097,3.0,7.0,7.0,17.0,3.0,807.4271221676864,3525.298716542235,December,Lawyer,Good,Yes
34.0,54.03249889258704,16997.00624873561,17.28486820423114,11.128796443711735,29.081783314757264,21.0,14.0,451.52148478954587,2662.3029128797157,4.0,5.0,6.0,14.0,2.0,1659.0274879915999,1555.5086749106315,November,Mechanic,Good,No
31.0,125.32903652817215,12938.198331566442,14.068447565476674,16.33216493722881,41.210973634199505,27.0,29.0,113.23960312957277,919.1736998945241,8.0,7.0,5.0,26.0,5.0,981.8973988863409,3165.58041606173,December,Media_Manager,Standard,Yes
36.0,63.44809587944823,84623.2304575964,20.431226184535493,22.90178532246125,32.65085107208182,11.0,13.0,478.89778724779217,2315.4511975962796,6.0,3.0,5.0,8.0,3.0,1555.2250083383872,283.13471615404956,September,Developer,Good,No
19.0,76.50813256375821,19126.795391432548,8.337532087084295,19.342634580241963,30.27399443194855,3.0,10.0,304.7928828784875,693.5120771353123,4.0,5.0,1.0,10.0,4.0,1880.7796189076385,2854.2104925115536,November,Entrepreneur,Bad,No
39.0,25.288310474854978,27756.125048714548,2.887754553529984,29.418911560245817,29.835670999254766,5.0,5.0,756.0015311196838,1718.9967813747578,2.0,3.0,2.0,8.0,5.0,380.64543818051,1025.805414636945,September,Accountant,Bad,NM
43.0,163.70964489617748,57418.759504361384,8.078294519800433,2.071555801271927,31.381132283392763,18.0,12.0,406.5323828094399,3033.464103183043,5.0,7.0,11.0,9.0,4.0,1237.425559168543,392.60262085443367,September,Mechanic,Good,No
35.0,36.77949537888308,11609.581632548132,4.930395291816829,21.440081509956997,33.34514899613848,9.0,11.0,193.98900428055785,1417.2147496539135,6.0,5.0,8.0,14.0,3.0,186.03711598568356,10.143336516513045,September,Teacher,Bad,No
38.0,269.2680278790396,64108.01984892919,5.773206452949701,23.730025635348852,26.093473826053916,6.0,3.0,400.8126857979735,3425.4443122967887,3.0,4.0,5.0,7.0,1.0,176.200126714672,2119.81300398744,October,Developer,Bad,NM
40.0,177.01212400833205,25974.001228194607,8.982465169052755,26.002633530316302,32.557415451824205,8.0,11.0,421.4684509357809,2303.1733899210312,5.0,5.0,6.0,13.0,2.0,1075.967498373082,1025.8936169639196,September,Developer,Good,No
48.0,51.90744700147584,52395.15839192761,16.888102984359566,23.610165277058172,26.62855490796201,6.0,7.0,768.0717024741034,3451.6054173398848,5.0,3.0,5.0,5.0,4.0,331.92259732281275,108.03155444514715,October,Developer,Bad,No
19.0,252.5400677152733,27944.15306429514,9.897308532852932,26.70791586938003,34.51985687004858,23.0,15.0,301.413476862003,3161.91160840098,9.0,7.0,15.0,25.0,3.0,2641.487633580982,41.83513117404513,September,Journalist,Standard,Yes
31.0,108.04623539203315,24534.392324719152,12.276850782842153,11.324394990778387,36.33699687096011,13.0,10.0,400.6479773710728,1756.5178763036133,5.0,4.0,5.0,15.0,3.0,758.9787025476185,67.38768713109158,November,Mechanic,Good,No
37.0,88.20097320829872,254867.5552262636,6.298795009301195,29.051374333376373,38.37275992367855,13.0,6.0,920.42407047719,15165.771631685475,4.0,4.0,4.0,11.0,5.0,779.9028646783929,184.4696598705007,December,Entrepreneur,Good,No
