Age,Amount_invested_monthly,Annual_Income,Changed_Credit_Limit,Credit_History_Age,Credit_Utilization_Ratio,Delay_from_due_date,Interest_Rate,Monthly_Balance,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Num_Credit_Inquiries,Num_of_Delayed_Payment,Num_of_Loan,Outstanding_Debt,Total_EMI_per_month,Month,Occupation,Credit_Mix,Payment_of_Min_Amount
52.0,344.63384092525513,241157.09533132767,10.56241254134149,26.008115072140527,34.96940465940887,11.0,7.0,595.6302626384385,6320.114433573144,5.0,3.0,1.0,11.0,4.0,623.0566997104104,78.93226355985615,October,Manager,Good,No
45.0,111.83499722434146,11776.402801663116,2.8391680352775097,26.373751042330298,36.60434683143671,11.0,16.0,164.71037860454877,1441.7652563283452,4.0,7.0,10.0,21.0,3.0,2401.866334518976,3994.2340295985637,November,Developer,Standard,Yes
18.0,374.4929507052295,116505.12969981678,4.2948454707771155,15.731890733903072,35.07886779579981,47.0,5.0,730.1725657173192,7652.328678829903,8.0,8.0,8.0,16.0,6.0,2658.486320005742,301.3640344633861,October,Teacher,Standard,Yes
21.0,196.27268930426186,96485.22846363847,8.125231071818277,23.53324001630648,35.089351660823766,45.0,7.0,377.0933214733061,5326.541582616207,10.0,4.0,7.0,11.0,3.0,1272.8632824116166,233.73201357027048,September,Developer,Standard,Yes
23.0,24.439536382062037,11253.357101203157,15.334067292521166,15.692386961730392,34.43496614150168,15.0,13.0,354.2612037913566,615.7726999034371,9.0,5.0,14.0,18.0,3.0,1957.0323060278574,1669.9637594230378,October,Accountant,Standard,Yes
23.0,131.81860896586005,41101.86124445345,7.983351772979514,22.819813003981835,32.35467727339917,7.0,9.0,318.65462991838456,1889.1296253298756,7.0,7.0,3.0,6.0,2.0,213.76741608317542,1375.4502724489655,September,Musician,Bad,NM
43.0,108.6834240264007,27186.696472336473,12.64861636310205,14.843083520796142,33.49003665811429,3.0,17.0,372.5349411965667,1346.6379092628324,4.0,6.0,7.0,16.0,3.0,914.8156680603465,262.6987969646709,December,Engineer,Good,No
44.0,274.84055648527163,42348.11317069978,12.007986655115559,5.9009063383614375,26.592679545955615,34.0,31.0,309.1441124613434,2461.3851709731725,7.0,7.0,14.0,13.0,7.0,1596.6970186397161,320.5393967415157,November,Musician,Standard,Yes
48.0,824.2638937299586,244885.53035890072,3.7899134892618846,16.940820742243716,32.79289840141788,13.0,4.0,592.8978268370772,12370.19235639428,5.0,6.0,2.0,22.0,1.0,861.4970016961691,2289.341099809479,November,Entrepreneur,Good,No
31.0,245.30100584780618,86091.4141086085,13.979520750260995,28.678870918327732,30.848460694314937,30.0,9.0,381.8429180430368,5520.315505938108,4.0,6.0,6.0,12.0,3.0,1258.7734646233384,301.87812362411705,November,Lawyer,Standard,Yes
43.0,410.1674688747156,99493.21696971076,-0.18120556610391958,16.575939005895805,34.259150817143265,43.0,8.0,575.1821829288283,4416.894422427953,5.0,7.0,6.0,12.0,3.0,1358.1292794940757,407.1503313006681,November,Teacher,Good,Yes
32.0,472.11922195830186,341857.02853249456,7.92125359211046,8.786356144725744,35.24869714609511,20.0,13.0,429.61703604708896,5002.315877880413,7.0,6.0,3.0,25.0,4.0,507.30683879678435,210.21575743516286,September,Musician,Standard,Yes
39.0,374.1980309158792,674539.0450395276,2.4550747094725764,27.899319480744225,36.197874572531006,5.0,5.0,782.7255566352867,7395.409220460112,1.0,2.0,4.0,5.0,1.0,66.32653058530663,108.43882485404481,December,Doctor,Bad,NM
37.0,227.41310180144032,17412.020460884905,5.941462157761876,23.809883443494243,41.91482824307968,33.0,15.0,236.32710554085386,2290.474227168776,5.0,10.0,5.0,16.0,2.0,1049.4003327626058,1936.6154720975483,December,Mechanic,Standard,Yes
32.0,171.20342396908268,59219.64702301194,19.231747262598095,8.416273907242044,37.68785975864757,14.0,22.0,214.28677814507498,3368.212448431537,9.0,6.0,12.0,14.0,6.0,1116.7949643139978,353.9258687901085,October,Lawyer,Standard,Yes
42.0,95.15650007463914,51276.69479039419,9.225227946924466,22.640247544176816,28.92311546590702,13.0,15.0,383.0546917304607,7412.820142862619,3.0,6.0,1.0,15.0,2.0,1467.4112356680446,140.4367950320878,October,Writer,Good,Yes
31.0,173.63431831736423,77789.19000533945,8.589814809286686,13.002406741913717,26.302497123548683,20.0,12.0,465.4415005528833,4822.524248357631,8.0,3.0,8.0,8.0,2.0,344.2736020989539,277.68284043478343,October,Mechanic,Good,No
41.0,154.4735405343164,31593.093148579435,10.821407100306931,32.058115525847995,38.34550981174021,20.0,5.0,546.6755407481788,1553.2497493894944,4.0,7.0,36.0,11.0,2.0,162.69420311223965,228.70327386188524,December,Manager,Bad,NM
44.0,114.96713905530201,28175.172233692425,19.691749087042805,16.801918401469948,38.97386945393069,2.0,4.0,359.14327256496654,2335.185975621469,6.0,1.0,6.0,7.0,6.0,548.0434671246259,499.1954837609862,October,Architect,Bad,No
39.0,111.36215655973211,29985.069426387217,0.31861464069532275,23.515122938831325,38.874896351988355,2.0,9.0,586.1764636442492,4760.74763638516,0.0,5.0,7.0,9.0,0.0,139.2342169087411,4090.3513923457535,November,Musician,Bad,NM
30.0,54.31741078748144,37202.54378934458,7.431700369340049,24.371738466026727,21.494915066387176,21.0,19.0,501.0205470675934,2042.749131732953,9.0,7.0,5.0,19.0,5.0,188.1957119943837,67.29849037406214,September,Engineer,Standard,Yes
36.0,3.604167954752457,9531.356388158847,11.136968055033996,17.438279285481144,31.41409082622455,31.0,12.0,312.77087534694147,1130.2198005960765,5.0,9.0,7.0,9.0,2.0,2215.1644387809188,3074.918402868932,September,Mechanic,Good,No
23.0,212.48320381752677,57871.46134809891,-1.6017110575653497,17.51729931116597,28.99247717653669,19.0,13.0,331.611611357592,1576.4115963272022,5.0,6.0,9.0,17.0,3.0,1788.1991221041965,102.81190966522203,November,Scientist,Good,No
52.0,90.04588450650385,27517.419975167904,6.738732859410909,20.88929586472824,42.11400115557021,9.0,12.0,587.8648608082812,2301.7982384636543,3.0,3.0,7.0,5.0,2.0,1118.7133918188063,165.43204612444865,September,Architect,Bad,No
31.0,64.90096464462093,11584.058852752078,9.594061468423465,20.4204461827473,31.50576070005571,20.0,7.0,437.3116481913139,575.802728373232,5.0,2.0,8.0,13.0,2.0,1116.066982140381,218.15268797148602,September,Architect,Bad,No
25.0,675.3785262616499,416058.9907248935,-1.1822300169096795,26.319128484087685,32.01553853846663,21.0,2.0,621.764014959985,11486.450438586586,5.0,4.0,5.0,7.0,1.0,1056.508105618256,284.97184126802034,September,Journalist,Bad,No
30.0,161.17998398739718,61282.70754726822,12.30267661194858,25.410797034652774,30.07631770667272,12.0,5.0,296.5587239263815,4214.748200921615,3.0,3.0,3.0,7.0,4.0,268.4864956894847,141.50407513279103,September,Entrepreneur,Bad,NM
25.0,26.720417755650722,11910.293942827931,13.41290629048438,26.396614424822133,34.6143217400458,22.0,9.0,294.4161302402805,1157.2919801240794,6.0,5.0,6.0,7.0,2.0,733.854563403749,99.19120127712435,November,Scientist,Good,No
47.0,171.8160723067875,124897.19552794167,7.232263576005796,10.172773685083307,26.06658541787767,3.0,4.0,937.3251410758525,3991.075800424746,3.0,2.0,3.0,4.0,6.0,232.71356364153377,1868.841697951073,September,Journalist,Bad,NM
45.0,56.8911764410445,14983.907738068501,1.9519050421288533,15.399912388704479,30.81388696141621,13.0,12.0,420.8606809530571,1670.592461594043,5.0,5.0,5.0,12.0,4.0,2008.2329015066055,31.433378007571818,December,Entrepreneur,Good,No
14.0,117.7197077753307,23418.478437347283,13.126755163144527,8.453928595884975,27.752698672037393,50.0,20.0,147.87199035378376,2172.1384976926506,9.0,9.0,17.0,28.0,8.0,4898.126856211649,306.8294369192135,December,Journalist,Standard,Yes
44.0,64.0283567576764,26675.236927968403,10.413528297306982,19.35109270769368,36.2681375488299,22.0,12.0,456.4318036342411,2108.187998646216,6.0,6.0,4.0,16.0,2.0,1200.5049069814293,67.80745074839518,October,Engineer,Standard,Yes
54.0,133.99138785486107,23299.277300746133,7.305874359363354,27.551432632042747,24.865679073031693,30.0,14.0,312.89983914198285,2788.0076264970335,9.0,9.0,12.0,21.0,5.0,4006.6547314853565,491.946732440323,October,Lawyer,Standard,Yes
29.0,46.92463628861678,13319.56170043374,15.548608451288906,6.9678682206964595,32.884637918134196,31.0,29.0,200.1159994164643,503.41140564827504,7.0,8.0,9.0,24.0,5.0,2737.1397172787015,74.46050673964798,December,Engineer,Standard,Yes
38.0,154.12610207431774,42231.579899248674,14.061408049023576,18.78604519540397,27.379887270725302,24.0,12.0,187.05892666597137,3328.6799073368998,7.0,10.0,14.0,16.0,6.0,2302.10967018829,197.16166442838625,November,Developer,Standard,Yes
23.0,58.02300221942149,21930.55978685975,13.901378508215636,19.686859472863205,34.73181794270682,12.0,30.0,223.9416993614594,778.1006071507264,7.0,4.0,8.0,17.0,3.0,1347.2583601948363,1436.7813771441536,December,Architect,Standard,Yes
21.0,93.04995750729452,27033.629147127587,14.679946841406156,4.178141355065748,24.89838498208473,45.0,25.0,93.39796283895373,1393.11788092906,7.0,6.0,12.0,14.0,8.0,2143.2628603378485,260.523774362827,September,Mechanic,Standard,Yes
15.0,193.72962551782683,113095.4614173997,23.149271143564217,17.297521589366966,38.1120009754211,19.0,24.0,552.8969887402382,6401.017976298571,7.0,5.0,17.0,16.0,3.0,1460.2788980703551,487.73913148178434,October,Lawyer,Standard,Yes
35.0,123.76379506412924,63328.178839304186,21.147801534399992,30.819800554698077,31.765198089001796,9.0,8.0,463.8730113223056,2457.097652774089,4.0,6.0,3.0,13.0,1.0,318.2843884031609,738.7402666080267,December,Manager,Bad,No
52.0,108.6428850619,59939.89597225053,3.2082789694770852,24.635664730968244,40.13818489264902,11.0,7.0,805.229866239327,6132.514303433504,5.0,7.0,5.0,12.0,2.0,86.42885082645024,216.14134295714655,September,Manager,Good,No
34.0,33.349476138903626,26710.561959660412,2.899975775426878,33.0632757809056,36.51785031650199,4.0,11.0,440.11840895480987,2958.211991632294,3.0,3.0,8.0,11.0,4.0,449.81409366404495,258.2477905726208,September,Doctor,Bad,No
25.0,60.69969244106091,36068.17667455364,6.618217949813584,20.31618222081272,30.931452085716852,4.0,7.0,515.2257114174613,2493.069735174148,5.0,2.0,0.0,12.0,0.0,676.0766415057923,1247.8091477774883,October,Musician,Bad,NM
20.0,483.4678721114007,158780.95868285533,23.334933526553687,12.513510804147586,30.500247345693204,10.0,18.0,523.4168930395131,5335.662212334241,6.0,3.0,9.0,10.0,3.0,656.8210883726763,252.9861831521767,November,Media_Manager,Good,Yes
38.0,61.282384772293874,27216.076957354675,14.887086061280566,12.063991306309674,27.234648386509534,51.0,9.0,357.2706827215585,2014.8238429069104,8.0,6.0,12.0,16.0,4.0,3844.976920037213,15.342317036156729,December,Accountant,Standard,Yes
34.0,657.8827885732882,101327.89408338234,10.393142007498682,28.648587361410648,32.49281438189011,31.0,10.0,383.3693727779679,14523.555340965282,6.0,6.0,5.0,13.0,4.0,1335.6388379667637,330.71040620113257,November,Lawyer,Standard,Yes
21.0,194.00672094368252,46897.86356945615,26.955128531469075,2.284194288562446,35.61617757093158,45.0,27.0,349.7649758762158,4967.377590148649,11.0,6.0,13.0,18.0,8.0,1159.0969974912505,553.339454337558,September,Journalist,Standard,Yes
46.0,15.994081629956431,11452.846826446515,11.486953862854708,10.555770745815948,26.410627811932315,23.0,17.0,223.37525891972965,570.3961738330233,7.0,6.0,10.0,18.0,6.0,2524.771971086334,277.6493572764806,September,Doctor,Standard,Yes
40.0,173.83699546186284,72269.23884862608,2.5254059523410177,28.138332928941168,26.98003586996114,7.0,6.0,404.1613688447684,3429.6468995483347,3.0,3.0,5.0,7.0,3.0,800.6221359998142,358.31960763345836,September,Scientist,Bad,No
20.0,148.71948683214697,48745.20136374999,21.945074058809173,4.263447007339039,25.27710206076205,39.0,24.0,402.9560358692622,6593.859130604028,2.0,6.0,16.0,19.0,6.0,3063.5672824770695,222.20317527820765,October,Entrepreneur,Standard,Yes
16.0,31.35967087504291,36698.57331851286,12.966004921312827,10.401895540288592,32.63863458346492,15.0,9.0,424.23566598860657,3405.2141714373925,2.0,7.0,4.0,12.0,5.0,2513.901581950084,140.9569897674848,December,Lawyer,Good,No
