Age,Amount_invested_monthly,Annual_Income,Changed_Credit_Limit,Credit_History_Age,Credit_Utilization_Ratio,Delay_from_due_date,Interest_Rate,Monthly_Balance,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Num_Credit_Inquiries,Num_of_Delayed_Payment,Num_of_Loan,Outstanding_Debt,Total_EMI_per_month,Month,Occupation,Credit_Mix,Payment_of_Min_Amount
32.0,8.887645663574022,42836.9028437937,2.3838342865101367,33.169704369825524,35.69123872635068,15.0,14.0,695.0356793924637,3294.0833272623904,4.0,7.0,4.0,13.0,1.0,98.73655051364767,29.16962020483824,September,Manager,Bad,No
44.0,67.74988880397537,31599.410753217366,18.2343150574105,18.59875621517932,27.07869591290893,47.0,12.0,361.7978085285689,1712.9516318108842,5.0,5.0,11.0,8.0,3.0,1091.9035609639275,27.080960773237663,October,Lawyer,Standard,Yes
34.0,50.05141194783103,13979.898213207376,11.767741931768043,13.911744185522139,36.013447953294126,27.0,14.0,311.7558837064187,1937.607464631263,6.0,6.0,8.0,18.0,2.0,266.9313186523021,110.57627726144426,October,Journalist,Standard,Yes
32.0,134.63977577591265,54031.39754411683,8.414012064407967,25.504468814810366,44.440939062531626,20.0,9.0,609.2345783219278,4529.30573823341,5.0,7.0,4.0,16.0,1.0,1202.506347764753,3518.0925109848363,October,Engineer,Good,Yes
35.0,518.8930096575358,37832.137499031676,8.695151414918385,30.286077051566963,29.964748714835984,18.0,31.0,239.885563634041,6501.011951225126,8.0,1.0,5.0,14.0,4.0,285.8400933101101,375.2059127878181,November,Journalist,Standard,Yes
42.0,17.49726621763799,42457.94451305392,3.136036903789549,33.46520506137807,39.67018064822851,-1.0,8.0,635.9773229672812,2434.315958760569,5.0,4.0,1.0,10.0,0.0,55.79355500720868,1384.402498235876,December,Architect,Bad,NM
29.0,87.60830223577226,43849.84132775607,4.482612291313419,18.85245927609867,33.08604791841533,31.0,6.0,562.6471023006619,4706.4114330206085,1.0,5.0,4.0,20.0,0.0,688.8081545702933,1877.5061767241511,October,Writer,Bad,No
30.0,122.91879860232673,20550.123977450476,6.674733432200185,15.667692620839148,27.657899839937407,14.0,9.0,344.05876150412337,1768.461902975577,3.0,6.0,9.0,14.0,1.0,406.55014563408065,88.43145454902069,December,Mechanic,Bad,No
44.0,59.5519657665805,25163.086122475466,5.669227023319383,30.018901616027847,24.107967431910097,15.0,7.0,437.1264113742394,2199.28794313344,2.0,5.0,1.0,3.0,2.0,191.62879558101278,4197.318509666405,November,Architect,Bad,NM
32.0,69.07497866267923,44571.45914819883,20.003131939737504,16.463956965894226,26.754624748800726,11.0,8.0,402.39434764769,4398.446480201053,3.0,3.0,6.0,10.0,3.0,1101.176724114113,177.5485333689589,December,Mechanic,Good,No
40.0,517.9156652067913,20884.424021606985,6.408591681900365,20.139836727036084,21.93385584729998,27.0,19.0,175.85863274434465,2090.2393582102245,2.0,7.0,13.0,16.0,5.0,1204.239632670447,482.3943591009069,October,Accountant,Standard,Yes
