Age,Amount_invested_monthly,Annual_Income,Changed_Credit_Limit,Credit_History_Age,Credit_Utilization_Ratio,Delay_from_due_date,Interest_Rate,Monthly_Balance,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Num_Credit_Inquiries,Num_of_Delayed_Payment,Num_of_Loan,Outstanding_Debt,Total_EMI_per_month,Month,Occupation,Credit_Mix,Payment_of_Min_Amount
27.0,115.13420737920897,26580.346172059504,13.096345502109987,21.482583040694408,37.046741534935265,25.0,16.0,487.90128744586457,3662.4662287005826,4.0,6.0,7.0,9.0,1.0,1140.0503102316018,1371.3531707419193,October,Journalist,Good,Yes
30.0,218.11476428176832,40051.35447236803,12.17285988774032,15.04757378890929,37.63177523477259,55.0,27.0,147.401044819329,1987.5253857426962,8.0,11.0,11.0,15.0,5.0,630.0554635252405,39.84522831977468,December,Doctor,Standard,Yes
42.0,351.82112577967143,89959.81066142385,16.107407710007063,9.750894151998011,35.963246130198826,13.0,4.0,421.5032578456828,6761.064438605564,3.0,5.0,4.0,7.0,2.0,518.6338229211677,340.3603768050961,October,Doctor,Bad,No
28.0,188.79254510448203,31567.212455973877,3.3774359388845383,24.480242911313326,31.46531742842817,21.0,2.0,387.06620013835595,4046.966017345134,7.0,5.0,5.0,14.0,3.0,311.63476161860603,2915.3097977905886,September,Manager,Good,No
22.0,479.0602516304784,476972.1412653263,8.517821239652875,21.30280240897787,40.809319244905616,29.0,5.0,346.18531289285295,8462.476380739443,6.0,9.0,10.0,11.0,3.0,645.4317566911942,218.15008881498116,October,Writer,Standard,Yes
41.0,465.5836933342068,116437.25962627179,2.51370145901231,25.8873193000544,38.464756783819176,16.0,9.0,322.2482881182332,12616.02695342779,1.0,6.0,9.0,6.0,0.0,733.0910253690193,92.79711516225751,November,Entrepreneur,Bad,No
21.0,256.50649655031816,26185.55100318323,4.782604952111509,27.28516320192034,27.76078416480854,20.0,7.0,308.53705395262955,2726.0813318979153,4.0,5.0,10.0,8.0,4.0,846.9611149189931,45.45477897834364,October,Musician,Good,No
39.0,297.72645994718505,25598.37531027109,1.078006568124728,28.59425010386002,27.541161866852136,4.0,11.0,288.6141314934506,2887.4811608539303,5.0,4.0,7.0,5.0,5.0,1258.915706291981,315.8941632606932,October,Manager,Bad,No
47.0,25.888403245287982,49978.01847696849,2.7648572466467662,14.802349995449761,32.59282682295656,9.0,6.0,1454.9967892585998,4412.378643631045,1.0,4.0,2.0,14.0,1.0,342.19382825029817,512.132823312555,October,Engineer,Bad,NM
33.0,166.71805453741,128898.15432539099,9.895885870538436,19.395700831781085,30.259466997364672,36.0,31.0,644.0237342106191,7593.564082502463,6.0,6.0,11.0,24.0,8.0,1486.6486519950884,632.6604053686946,November,Accountant,Standard,Yes
21.0,49.345369741022274,40326.63270413375,24.721888953145108,20.105111109527172,25.84515993704862,51.0,14.0,337.91143237390077,4184.511871995057,5.0,6.0,12.0,19.0,4.0,322.10820424762005,238.34473433993975,October,Media_Manager,Standard,Yes
28.0,235.82887087070353,39809.80568887221,16.407617579788376,20.343835426865155,38.91233166016862,24.0,29.0,390.28186436567705,1916.9038062257573,9.0,9.0,7.0,13.0,3.0,1120.6009069708489,34.77266089429554,December,Lawyer,Standard,Yes
48.0,165.66607677140308,15053.741309645378,7.201218485097623,25.510927569699618,31.328232492369327,12.0,7.0,357.94124835810044,2089.0103053931844,4.0,5.0,3.0,7.0,1.0,92.1787031960924,37.149934818518034,October,Mechanic,Bad,NM
32.0,307.8792047221629,22416.080215558875,10.027020240508275,23.785583702090605,33.565737432058356,22.0,11.0,348.35111327144284,2538.337552537616,4.0,5.0,7.0,10.0,2.0,551.349396262717,162.3089964932988,December,Teacher,Good,No
29.0,59.38299532064715,25092.068849581163,-3.673741474680684,8.37649591724636,30.96806106555176,24.0,12.0,243.63299046896887,1163.7891235386642,9.0,8.0,11.0,23.0,6.0,2711.6732202276357,249.16377120934868,November,Engineer,Standard,Yes
52.0,736.1792417260818,58732.915011979734,2.41148369091351,30.251806536660354,42.69537785210511,1.0,3.0,541.6705730677273,6364.9048835080785,1.0,3.0,3.0,2.0,1.0,151.8537900956281,204.64438476194562,September,Writer,Bad,NM
36.0,618.8785291046943,77794.58490849251,2.960793853463585,27.726459287678495,23.330501938193493,26.0,29.0,156.4819609457942,6654.758935217721,6.0,6.0,7.0,16.0,5.0,302.2563728842467,262.3769398198889,October,Engineer,Standard,Yes
23.0,98.2634626626909,28527.357446020207,10.172205009031309,9.838586498587006,30.26956371000742,9.0,7.0,594.904413146373,3036.832175526025,4.0,5.0,9.0,9.0,0.0,351.1108306549309,18.81464064838778,September,Lawyer,Bad,NM
27.0,49.744356878582494,400029.1425186658,8.509721094677513,20.434047068923462,33.74283767596223,11.0,10.0,1061.9026721983776,7705.150656063779,6.0,9.0,6.0,7.0,2.0,1243.4642327305105,235.17910013425157,October,Scientist,Standard,Yes
35.0,47.14224111712358,155620.74252712572,10.23668145063169,23.44528320661192,41.02212246192434,9.0,13.0,1129.040177858502,6319.328137385744,5.0,5.0,6.0,22.0,2.0,1742.2002210955607,85.2349712655342,September,Entrepreneur,Standard,Yes
42.0,172.2392807836177,21610.90259911032,18.780987296289315,17.821109218025583,34.39028873929834,7.0,14.0,503.6370035628785,3167.260531172705,11.0,5.0,7.0,16.0,2.0,911.9019407514176,1734.4757336236275,December,Scientist,Standard,Yes
49.0,222.33233004919552,19160.169483301117,19.569290850083224,7.962420410082302,34.36041663093076,37.0,23.0,94.16334513520252,2210.680370554076,8.0,7.0,17.0,20.0,7.0,3472.1954760388844,119.32358426375058,December,Developer,Standard,Yes
39.0,178.83702237512156,9057.25882651451,-0.4773994789172775,23.820815413034325,34.9384142872276,13.0,6.0,144.67675825180103,825.888661194906,3.0,6.0,9.0,15.0,1.0,636.8625324812864,335.9848263648148,December,Musician,Bad,NM
34.0,221.3927159065928,64502.598615217095,9.273259657061132,17.979823461501496,33.64118323226909,32.0,16.0,713.2780554546135,3778.938470090533,7.0,6.0,8.0,14.0,0.0,1041.904332432841,3218.793122170998,September,Musician,Standard,Yes
32.0,44.94454019704555,84259.96484992628,14.726452322119442,15.975138013957803,29.286044606540994,20.0,18.0,511.81395958938185,3087.4829035024663,5.0,5.0,14.0,17.0,5.0,1748.666727566472,287.2318496437659,September,Journalist,Standard,Yes
26.0,442.1266144876032,67245.09659743927,11.118312251592535,17.426411075578812,37.671004265519116,11.0,2.0,209.37124101800688,3233.064548384086,3.0,3.0,4.0,12.0,2.0,144.8782769812069,22.05079504774197,December,Entrepreneur,Bad,NM
30.0,11.48103264728532,51353.47256361983,17.505402524751528,30.735050731811725,37.02764782176119,12.0,13.0,568.6293515259456,4224.9055469373925,7.0,4.0,8.0,15.0,4.0,1406.8713490482821,110.17200803467276,December,Entrepreneur,Standard,Yes
28.0,245.57688220833606,40344.08044680724,9.801341731950902,16.736012624973682,27.9668191113198,15.0,11.0,202.9818518923196,3638.159043632015,2.0,6.0,9.0,5.0,3.0,2140.638929361818,98.70432390621528,November,Teacher,Good,No
29.0,99.60672625686739,28841.719126451688,4.183413497660954,16.007272499709813,29.321775376093903,26.0,11.0,400.40898524145973,4024.875915848075,2.0,1.0,10.0,13.0,3.0,18.753528789521006,287.5800783354456,September,Entrepreneur,Bad,No
41.0,160.57214396754597,70610.88124996511,12.320172483149918,28.44732930675343,30.18559752122888,27.0,11.0,924.5358426398003,4691.201906763888,4.0,6.0,9.0,11.0,3.0,1979.5513209194876,4429.675226077481,November,Lawyer,Standard,Yes
40.0,142.20032546590974,35331.328268719335,2.8671101470290417,21.139685961043597,35.00333762125091,5.0,7.0,489.0967745354884,3780.292337171948,3.0,3.0,2.0,17.0,2.0,517.2078999178257,3528.7481889074547,September,Entrepreneur,Bad,No
25.0,178.12674728291535,40160.08722994941,-0.12770515836812635,10.088232286636867,35.721449480522296,10.0,6.0,519.0746170872684,3642.815242861827,1.0,3.0,7.0,2.0,4.0,502.09680582682506,311.77550332553255,October,Mechanic,Bad,NM
46.0,275.77345331321754,182609.08087577927,0.4318877087093931,28.29592110958356,34.278922992812824,6.0,10.0,269.51068695306867,8983.062716774746,4.0,3.0,3.0,7.0,3.0,322.8191686791829,337.72640017379706,December,Accountant,Bad,NM
30.0,163.0223952910766,18646.208614813204,25.01809765185347,18.56223235370385,30.559219492127752,23.0,13.0,112.33328274017279,1645.374794476877,8.0,6.0,12.0,16.0,4.0,2641.182864885601,2721.5998398802594,October,Doctor,Standard,Yes
35.0,103.02632026952435,10410.664905614103,8.709716127761347,11.674136811538403,22.54676323441999,26.0,13.0,285.24769885945955,1332.1504287151581,2.0,6.0,10.0,15.0,1.0,1214.4868422104603,3439.1278150545345,September,Mechanic,Good,No
42.0,168.45966026019474,33890.804653566585,7.586272457501579,6.56322691010206,40.97085193765733,23.0,23.0,400.62294762842646,1424.4986814367508,10.0,10.0,13.0,23.0,8.0,777.9576928184761,95.14580795016035,October,Writer,Standard,Yes
