Age,Amount_invested_monthly,Annual_Income,Changed_Credit_Limit,Credit_History_Age,Credit_Utilization_Ratio,Delay_from_due_date,Interest_Rate,Monthly_Balance,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Num_Credit_Inquiries,Num_of_Delayed_Payment,Num_of_Loan,Outstanding_Debt,Total_EMI_per_month,Month,Occupation,Credit_Mix,Payment_of_Min_Amount
36.0,668.1828480341399,105517.29379505133,13.342909537803969,6.652396384604572,36.12963609427382,17.0,15.0,351.3103580227761,4989.617927867483,4.0,4.0,7.0,12.0,5.0,1395.3188220225761,411.56701946015227,November,Accountant,Good,No
31.0,384.2149578971845,183170.80629259275,10.315365745850247,11.740432733387138,40.87820246820411,54.0,13.0,545.8871202794297,8222.18572709429,7.0,8.0,8.0,17.0,3.0,1583.4548359863952,184.54407898189743,November,Journalist,Standard,Yes
35.0,165.9340282184798,27464.79737483438,9.54594517099141,7.056953901264421,27.860151384452365,38.0,12.0,232.97808499479922,4172.467921505581,7.0,6.0,11.0,17.0,2.0,1704.7287563600955,1346.0468233222725,December,Developer,Standard,Yes
34.0,160.0353795009191,27912.886670872427,3.344235854128346,25.26638178140621,29.437124529072495,8.0,15.0,264.82924888402977,2602.953248427035,3.0,7.0,10.0,14.0,4.0,854.9592766824474,274.39694885530326,November,Writer,Good,No
43.0,93.63722376191876,123164.02682816399,7.418619900932068,26.313278160813525,41.77651166580024,31.0,10.0,630.0436355368998,6659.342917311563,9.0,5.0,4.0,19.0,2.0,1075.6872549193508,253.75153068701442,November,Writer,Standard,Yes
14.0,274.23247129247846,84214.04481107548,6.853734374824757,16.009536706888866,24.99594922694923,15.0,14.0,409.9256284190752,4842.210685628466,3.0,5.0,3.0,9.0,7.0,216.77568252965568,283.88433547650493,December,Musician,Bad,No
20.0,372.0605114469375,89169.51795887604,4.398343614599472,20.440719069279737,34.82958761653072,5.0,6.0,233.16060505223558,3213.7178927578207,5.0,4.0,5.0,18.0,4.0,321.80534703111016,229.8932739422198,September,Scientist,Bad,No
41.0,40.61465719510368,45494.37767927152,2.0189444126981506,22.671275596630778,31.765035268233085,14.0,12.0,382.84817949616956,3210.975049751426,1.0,6.0,8.0,10.0,3.0,725.4305476533953,94.5437424846566,November,Media_Manager,Bad,No
35.0,123.82037851360747,68614.07387944654,5.228246131590829,18.41412360667198,40.83297077907512,36.0,9.0,422.990621460168,4998.130867574702,6.0,4.0,4.0,16.0,2.0,771.4693688517553,311.4182782726318,December,Engineer,Good,No
39.0,27.2793017029521,10464.70031273452,16.720693010468285,8.861089132200107,34.037331095979866,19.0,19.0,100.04504875554642,890.0237625203173,5.0,8.0,7.0,18.0,6.0,2440.739057720927,2.6415443844608006,October,Teacher,Standard,Yes
21.0,345.71024437335006,67479.5856407553,9.411078863282814,17.948396542971977,28.59583046459871,13.0,18.0,317.7288317992351,2787.8919198590243,8.0,6.0,4.0,11.0,1.0,553.5834525071168,33.88594576880399,December,Teacher,Good,No
40.0,200.93454579827792,68549.35621625894,10.109138739113028,17.27037290796119,37.41931075263604,4.0,7.0,632.0637924157486,8551.27864464526,5.0,4.0,9.0,12.0,1.0,393.0756754443872,9.336646266311694,November,Journalist,Bad,No
39.0,130.32933753993322,8879.022026667304,8.76740091324465,14.512020426152162,34.335903824567865,13.0,9.0,262.4807996074611,3305.6036571656164,5.0,8.0,5.0,18.0,6.0,2580.421793646674,85.0802952141671,December,Doctor,Standard,Yes
23.0,83.07129708557741,42142.3533845879,2.1886602102839134,30.316189558703684,39.35151128473777,18.0,9.0,421.9734394361857,10828.273484984666,3.0,4.0,13.0,10.0,1.0,1048.8449329452737,236.35697455735368,December,Journalist,Bad,No
43.0,0.5315490292675495,52093.62555123371,5.959245469043854,26.101597745777894,35.548233482790835,4.0,9.0,1023.6388858338943,5867.935396946606,5.0,4.0,3.0,10.0,2.0,766.9741086992767,121.92724672388673,October,Entrepreneur,Bad,No
32.0,117.18120518887494,93545.26747860544,1.350573467150305,20.321890769717484,30.53554502118257,2.0,10.0,854.5341227982733,5411.900962736764,1.0,2.0,0.0,11.0,0.0,179.35311633702585,90.14591002491687,September,Doctor,Bad,NM
26.0,15.452645474958446,25279.134537369297,1.3806422905046958,16.69825682379974,38.65415672622824,7.0,5.0,468.8721166001096,1747.4720689651497,4.0,4.0,3.0,9.0,3.0,699.9279852528905,1.4181991281821666,December,Engineer,Bad,NM
45.0,128.7201393583137,90685.33723486005,6.450290611727137,21.35576094746284,39.70378825697368,51.0,9.0,646.4366430246852,9440.944358167219,6.0,5.0,6.0,11.0,1.0,513.3056467851793,316.34695227951096,September,Manager,Good,No
21.0,102.15083157427405,96110.81992196901,6.1406847408183545,13.297337828212903,41.08793229308266,9.0,17.0,467.8010973128571,6694.4178539209,3.0,6.0,10.0,10.0,4.0,1111.634397556937,152.42727963679727,September,Accountant,Good,No
40.0,229.4761463717529,32202.927435003214,8.720845472947477,21.44523971042713,22.80560009157692,5.0,5.0,462.15746329178603,1780.3211511769575,2.0,2.0,5.0,8.0,2.0,123.85332283401752,16.912772728034966,October,Scientist,Bad,NM
18.0,58.25549030466763,16787.33344398451,6.406996996697451,7.711809882673606,30.190263776480705,41.0,24.0,221.52349138115082,2465.7909490704983,8.0,6.0,13.0,19.0,5.0,3590.704337993355,14.432824626062924,December,Journalist,Standard,Yes
36.0,324.53973862917394,32646.832542941003,3.988552129576565,24.01955782428894,28.162083952407922,8.0,21.0,364.6371182919527,4901.312037093719,8.0,7.0,6.0,12.0,4.0,2020.294416110398,241.0819637970032,November,Media_Manager,Standard,Yes
39.0,70.19871163182535,17313.53979498473,9.627058230055702,23.546601464437515,24.66326868497225,16.0,20.0,281.13931861604544,1023.064859026966,7.0,4.0,6.0,7.0,1.0,1707.1173320471964,3795.24691062204,December,Developer,Good,No
47.0,16.52369558512867,25312.91414095342,14.00911512920398,22.613695919505574,32.205178861038235,-2.0,21.0,502.75107331737786,2316.540596564337,5.0,7.0,5.0,15.0,1.0,715.6156335826189,2467.810595901765,November,Entrepreneur,Good,Yes
42.0,80.65977008177,27377.69163424233,5.910758091906899,1.0317593639157963,34.26049396183962,32.0,24.0,77.32741122793416,1251.2984523509,4.0,9.0,7.0,19.0,4.0,2738.4868381383835,123.5201439587104,October,Musician,Standard,Yes
33.0,174.57513093511324,98315.42918463369,10.389909216632311,17.576215554345197,31.412506542334036,8.0,11.0,366.44271075864515,4478.077810138781,4.0,7.0,7.0,13.0,4.0,401.4930947270368,312.0203168021328,October,Musician,Good,No
34.0,120.43840977095823,8718.6611585684,1.0190168591600717,30.96307275391723,30.0175153914486,7.0,20.0,262.7777424409253,913.1124797589339,5.0,7.0,10.0,13.0,2.0,1213.87376619123,1091.4065100936582,October,Manager,Good,No
28.0,145.31540808852324,48309.71812109792,8.052993858677329,15.530687258409444,34.69216986318844,25.0,6.0,286.41237428805164,2062.345579823271,6.0,8.0,10.0,10.0,4.0,698.7206365927087,106.58457392455418,September,Accountant,Good,No
19.0,93.76936793284843,14113.37289043732,8.575073061185385,17.438275053012944,25.39546155550623,18.0,8.0,215.23093845577992,2850.061906956883,7.0,8.0,4.0,12.0,6.0,1694.7528235751568,59.39927437115506,September,Journalist,Standard,Yes
38.0,89.29233406424534,20277.99565865441,15.943911634484376,7.1862023490051,40.33496485397207,53.0,19.0,498.3901035984544,2884.7959937813534,9.0,9.0,9.0,25.0,7.0,3796.4042454420564,457.38029778668385,September,Developer,Standard,Yes
31.0,125.31190189569452,31388.286181499527,8.211108392025416,21.559182021168283,35.17184187193918,17.0,10.0,253.37439503981003,3102.773908240692,8.0,4.0,7.0,14.0,8.0,2946.2940206873277,249.36994926329072,September,Developer,Standard,Yes
27.0,311.9329588332431,62939.90319358319,15.480138966203821,13.897554155273156,28.845400007647665,5.0,9.0,178.2562215937053,4030.1639495589334,2.0,5.0,8.0,8.0,3.0,1325.1764418001233,215.67204935184117,September,Developer,Bad,No
26.0,171.3876273891934,43236.79076913945,7.133629189510874,21.80121554097002,44.14162697654375,28.0,18.0,424.4491699310955,5859.861579608627,6.0,9.0,5.0,14.0,5.0,4090.138107758061,56.94435298780412,October,Lawyer,Standard,Yes
49.0,289.03724637891503,46437.56260203452,12.560015151683409,19.975656293048814,32.73000710229003,4.0,21.0,276.17713774538083,3119.998013976778,3.0,6.0,5.0,9.0,3.0,3419.028550348835,5.442160037032522,October,Entrepreneur,Good,Yes
26.0,232.44303122929094,8006.095888672461,15.714861592230154,27.453911651142903,34.1315230302828,33.0,16.0,201.508495484267,817.2678584310419,7.0,8.0,6.0,18.0,1.0,465.55172087031934,45.61480135490309,December,Accountant,Standard,Yes
43.0,58.15891135542244,33847.366523955505,15.897197936097005,15.494538918768342,42.007756659621414,2.0,13.0,491.5459578139455,3289.4811853860183,3.0,5.0,5.0,12.0,2.0,63.59144432494859,155.87391171481818,November,Journalist,Bad,No
52.0,26.00036716352031,16750.058754077643,4.742587139175274,19.87784819683435,21.87288951116554,7.0,12.0,421.28421102487175,1916.234361531866,5.0,6.0,6.0,15.0,3.0,296.62185199127646,1.2353650522023116,November,Entrepreneur,Good,No
39.0,314.2928830699622,13700.364773526773,10.791857382606828,11.360592449876549,37.86118555497448,24.0,9.0,68.90551914980398,1766.7634455325726,3.0,3.0,14.0,17.0,1.0,2026.6626594642794,325.9644624909361,November,Lawyer,Good,Yes
38.0,13.733673460779327,21735.685553126852,19.36222461347619,23.655833898479727,33.0118728405556,58.0,21.0,525.1774334388493,4785.866289613918,4.0,5.0,7.0,20.0,2.0,484.0735172461268,1101.0816437797507,September,Engineer,Standard,Yes
46.0,307.7251143354507,12881.290265782369,5.822116775043831,25.228528910829368,40.99641274666289,9.0,9.0,643.1400893658316,2437.6740715649817,1.0,5.0,14.0,12.0,2.0,956.6667381908773,2186.1903488336766,November,Lawyer,Good,No
36.0,377.28537044357984,35286.98867088409,8.464946127089696,18.087801950500307,25.554803148609942,31.0,22.0,278.604789138897,2705.6220040328258,6.0,8.0,5.0,11.0,3.0,1318.502605235805,8.092344125302233,December,Teacher,Good,No
55.0,382.9902589370257,55273.0624893599,2.427665794222616,25.48411312794741,36.2565197106326,2.0,5.0,454.8228041217535,6210.148193519493,2.0,3.0,3.0,9.0,2.0,782.2272365328371,3003.6246881086427,December,Musician,Bad,NM
49.0,189.2409647037141,29013.153167795856,15.495694345426383,17.17237039648586,21.61215576886093,5.0,8.0,326.78315387867167,3422.1787254874084,5.0,2.0,3.0,18.0,2.0,684.1831488306124,3507.6924696144665,September,Architect,Bad,No
22.0,90.23534663266426,10631.845704669086,9.883904749105742,23.072565061562443,39.65215892859172,32.0,7.0,410.5028936485869,897.9923251300075,3.0,7.0,11.0,11.0,2.0,663.4098816775559,363.0779261522562,November,Journalist,Good,No
35.0,171.45487618357495,16077.432797645637,10.9392475463548,15.3704962580249,31.03016235550954,9.0,14.0,284.22011200712586,4721.29410090796,5.0,6.0,9.0,3.0,7.0,1043.9994363942083,236.72891904469816,November,Writer,Good,Yes
36.0,31.959728768896774,21262.539468162264,9.481981352374152,15.757141443135083,28.232923507649456,22.0,12.0,517.774578526577,4762.7235705973135,5.0,7.0,7.0,18.0,3.0,2016.7969258031058,2239.120202562462,December,Accountant,Standard,Yes
33.0,382.72875499789876,52275.297261012136,6.968661846222748,10.01332616492624,35.63076572700941,1.0,10.0,429.30814199511315,8664.683686394701,4.0,5.0,2.0,14.0,0.0,412.0459694975415,42.48963182150851,October,Architect,Bad,No
28.0,393.5153673570795,216976.18976380787,5.475791471912576,28.288304702347432,35.74236950910935,6.0,4.0,415.78096878761426,7169.643175417597,2.0,3.0,1.0,8.0,2.0,1055.96126019417,122.198721111259,November,Architect,Bad,NM
31.0,490.74992188793533,101008.72383935348,16.68796847567045,15.526448831691312,36.02671186464145,55.0,17.0,652.6526367014548,5370.430894741941,7.0,5.0,6.0,8.0,5.0,1630.2677424784893,293.1198822535016,November,Teacher,Standard,Yes
34.0,338.4393064710194,167475.75734701846,7.5075764376455645,31.92447651213587,27.34240000953438,26.0,12.0,544.0384498215827,9936.034368494787,8.0,5.0,11.0,12.0,2.0,698.5109188196064,184.24195458997676,November,Engineer,Standard,Yes
38.0,174.7159710258546,130130.7551079476,1.8661612332267516,20.01114730884194,35.3622177459709,11.0,3.0,626.6337003021608,8184.8126986931875,3.0,5.0,5.0,4.0,2.0,831.314778618022,479.3678100370418,September,Manager,Bad,No
24.0,76.17130209084844,45647.22117310557,9.391034876200198,19.453849815575722,40.34853632764681,11.0,11.0,558.5122709995178,2052.290240995617,6.0,4.0,9.0,16.0,4.0,1672.291171043076,41.550641488099316,November,Doctor,Standard,Yes
