Age,Amount_invested_monthly,Annual_Income,Changed_Credit_Limit,Credit_History_Age,Credit_Utilization_Ratio,Delay_from_due_date,Interest_Rate,Monthly_Balance,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Num_Credit_Inquiries,Num_of_Delayed_Payment,Num_of_Loan,Outstanding_Debt,Total_EMI_per_month,Month,Occupation,Credit_Mix,Payment_of_Min_Amount
27.0,753.8677011750251,87488.1421475124,2.7926666076432447,24.83080527944321,36.54228228936342,32.0,8.0,273.64797444101623,4214.174685968141,5.0,8.0,2.0,2.0,3.0,1759.5598307051825,167.84621561514047,November,Engineer,Good,No
42.0,46.633490265656725,8416.479964713755,23.58632562058062,18.588880983186698,38.4909673391342,14.0,24.0,285.42358926937413,1289.5646485940458,7.0,6.0,7.0,22.0,4.0,773.4323866005487,1706.619815779439,December,Entrepreneur,Standard,Yes
38.0,205.77759961655894,41374.435434165294,8.92301917025086,24.206164113848367,35.762029418960616,4.0,6.0,312.8358606579851,3033.2320647767383,3.0,3.0,1.0,14.0,3.0,113.22692922931817,3519.292773601617,December,Writer,Bad,NM
24.0,192.87559558986604,72006.41975467704,1.8431226936296419,26.153574613590706,31.007769073191657,18.0,16.0,513.6383810341555,6941.986518214669,2.0,4.0,6.0,12.0,2.0,707.9529976727906,198.53381389914574,December,Architect,Good,No
47.0,153.60904684414902,28619.65158498763,2.4213927628771437,17.959366169943394,30.869625035240293,12.0,16.0,454.35500874292495,2979.497064292736,3.0,7.0,5.0,12.0,3.0,1027.4854021306421,383.70284872765,October,Mechanic,Good,No
36.0,180.90942242754855,22182.04585906666,6.364822561956682,11.703508737153527,37.58678946854462,8.0,11.0,386.48004720888514,3591.66925707359,7.0,5.0,9.0,18.0,3.0,927.3179460602155,3178.5346891560102,September,Writer,Good,No
41.0,337.8670056728326,36021.3682461058,10.60921686657344,19.931433794599968,23.397862606274323,-1.0,22.0,417.7156275468817,2559.2793401962035,5.0,9.0,8.0,14.0,3.0,555.8318362843888,111.41980298542944,September,Teacher,Standard,Yes
33.0,122.13865677985592,14965.758254394917,14.148080027714848,19.99948323082066,35.483161949052345,34.0,9.0,206.0933330621252,2190.1841052750533,3.0,7.0,8.0,10.0,5.0,2008.5216771731573,3696.9761829346535,November,Manager,Standard,Yes
32.0,155.6640638540551,51961.58925600184,22.508599747132724,27.20776196370673,39.4422732467544,27.0,15.0,749.9073691800982,5430.19095766431,9.0,6.0,5.0,19.0,1.0,879.813105256107,40.92483258418386,October,Architect,Standard,Yes
21.0,123.29075245521511,82575.07883691948,15.182473157130389,16.197836498750007,28.872521381042347,25.0,26.0,496.1065891442116,4942.223158663842,7.0,6.0,9.0,18.0,5.0,1240.3024266631348,294.7136612745666,September,Entrepreneur,Standard,Yes
51.0,28.206092568599633,11899.515797018135,19.199974802202906,6.432686923091694,24.938423633765403,26.0,10.0,278.67719699167947,1197.6683463638976,4.0,7.0,9.0,16.0,3.0,1439.417811735715,4259.530586694688,September,Scientist,Good,No
40.0,30.68648047248832,35850.29124805084,28.405600220902972,18.995992013070804,31.832152432666103,26.0,14.0,375.5181433298718,1607.0341879649259,7.0,3.0,4.0,15.0,5.0,1166.9363030481484,111.33243002908422,October,Lawyer,Standard,Yes
32.0,160.00522168031944,19277.289170489006,15.008802619515443,15.85568182949919,32.13859886765163,16.0,13.0,228.2427963481302,1813.0110726569371,6.0,4.0,7.0,13.0,3.0,2154.6949064042615,116.03206340986898,October,Journalist,Good,No
29.0,103.5366695367595,26981.757253329226,8.990619695001783,19.254113024953313,28.809520945172686,22.0,17.0,803.1960481050274,4980.96838192858,6.0,6.0,3.0,14.0,3.0,1056.7692648813957,155.55112059106517,September,Manager,Standard,Yes
31.0,358.56615988390797,80184.38474000464,10.177497840996491,24.936127233335128,22.08205927059706,9.0,2.0,488.31146191151606,7234.5460676991515,3.0,6.0,7.0,8.0,3.0,495.6409284083513,240.90237220024244,October,Doctor,Good,No
28.0,458.88659591086054,162416.00295101193,5.924127349884735,30.22420726609846,29.852077836009055,5.0,10.0,629.6435800716756,5432.122569200528,1.0,4.0,7.0,10.0,2.0,918.0960379136682,204.47101064442631,September,Engineer,Bad,No
49.0,188.17137949758998,62775.43905287589,5.926691928145335,26.385087067631616,37.48225223548512,9.0,7.0,434.2463295072265,3494.7780585053315,4.0,7.0,6.0,4.0,3.0,752.023245357767,93.54083671393634,November,Engineer,Bad,No
23.0,121.61526998421338,31633.698561768426,9.82158986683891,15.430743072467578,35.08580313191317,53.0,19.0,198.68989014188028,2039.369794760022,10.0,4.0,8.0,24.0,6.0,2764.088759403799,225.90529627997694,November,Mechanic,Standard,Yes
40.0,202.16707280996303,88405.4958565955,17.265500177987693,21.780301963598845,26.74572829319454,13.0,11.0,459.44511926383086,9093.711544539268,10.0,4.0,7.0,15.0,2.0,347.038313721246,75.18258188632075,October,Engineer,Standard,Yes
55.0,233.01430014017146,31558.33580355135,2.119440924321296,19.26621226124081,32.392197730726565,18.0,19.0,300.11893881483354,2746.1631749918283,4.0,8.0,7.0,14.0,5.0,2711.9524769239074,246.02102608278125,September,Scientist,Standard,Yes
27.0,46.50561911639668,49266.92773697319,2.891010286742386,28.77245174238027,24.052695084389597,8.0,3.0,378.8653156336769,5681.4282405167805,2.0,4.0,4.0,7.0,1.0,460.792998857135,3031.171264409743,October,Media_Manager,Bad,NM
24.0,68.91955610738493,23126.63180175954,12.609004364106248,29.59248025940036,31.592311061252,11.0,7.0,563.1613323940842,3431.430917685221,1.0,4.0,3.0,6.0,2.0,1391.039350050831,21.216536374085408,November,Mechanic,Bad,No
33.0,74.03714220445656,42349.4438650586,9.719092849271917,17.081262608314205,31.63544743702496,26.0,29.0,612.027191719164,5416.837274065443,4.0,5.0,9.0,23.0,3.0,1022.9172923924732,137.37049672208485,December,Doctor,Standard,Yes
15.0,202.53331546029372,40855.0747110997,7.346636893717601,19.52544942934793,38.565195608510884,30.0,14.0,375.3637327187387,5427.829374207131,3.0,3.0,4.0,19.0,1.0,663.2694687274663,35.298920945972654,November,Mechanic,Good,No
31.0,372.8353879777082,116284.98540436763,2.5781800266728077,26.318109412195497,35.384060699464705,16.0,14.0,480.3440706712738,9541.702164579428,4.0,7.0,6.0,4.0,1.0,617.1367329113465,242.52900483593544,December,Manager,Good,No
33.0,685.319870885943,69396.44137003552,19.479967142193946,30.115262151321076,29.669971729425768,9.0,19.0,440.1647482248784,14301.320244291828,3.0,7.0,6.0,11.0,3.0,675.1284977036231,246.68411105916417,October,Scientist,Standard,Yes
36.0,67.86686003024548,168391.74358365277,24.587811034924375,20.245600288204344,39.818582242476936,23.0,14.0,714.3604576085493,4051.254073412676,8.0,5.0,3.0,20.0,1.0,787.1403890680905,1901.4486627877293,October,Entrepreneur,Standard,Yes
30.0,39.5855845693662,32896.10201949343,12.689294385933774,16.671590612993327,38.66627603354097,12.0,23.0,225.70633056586323,2145.6884307621262,4.0,6.0,11.0,15.0,5.0,1117.959238256407,206.13650691580057,December,Writer,Standard,Yes
16.0,105.37355046449697,10056.474140343409,13.107507347501333,17.08772194698645,28.204748893746064,31.0,13.0,168.2073468284103,1220.5856618661712,7.0,11.0,11.0,19.0,5.0,2863.8431691998057,71.11211941204404,September,Lawyer,Standard,Yes
40.0,145.17328097286887,14537.533557897375,5.482988591407317,22.641470013563946,31.384799501574605,21.0,11.0,297.17577420948817,3684.0051872218723,4.0,7.0,7.0,13.0,1.0,605.2303667929631,2886.6218192395327,October,Architect,Good,No
25.0,27.366232903642615,44135.860858800486,9.663401700224636,3.631805152067159,32.5608943193252,15.0,21.0,593.0788476666393,5095.644919804401,8.0,5.0,11.0,19.0,5.0,2915.7092482379735,248.04204128165776,September,Entrepreneur,Standard,Yes
35.0,59.72243143957075,17824.944125458394,8.338880507051467,18.0972161562388,45.43189485852853,21.0,8.0,434.03114517435404,2143.8111977837275,7.0,7.0,4.0,10.0,3.0,1839.7168436114798,24.88497127445156,October,Engineer,Good,No
24.0,151.3499364120609,15087.399826230347,23.67451469398559,31.293291618753244,31.637362932628744,8.0,9.0,343.98332361732423,2606.12531205875,2.0,5.0,4.0,9.0,2.0,435.64192763003723,2817.2324133539687,October,Lawyer,Bad,No
19.0,274.5922995444172,218609.0293328173,21.690869439529518,11.62032715176315,33.96186201336576,55.0,3.0,644.5688569791469,3558.396823431351,6.0,9.0,12.0,23.0,2.0,1058.9050530309432,1627.7038946749115,September,Manager,Standard,Yes
30.0,113.42223174640922,13714.105529941722,17.768292226072862,18.205572665176877,32.676945678112496,65.0,30.0,286.4259859384157,2527.162502917453,8.0,6.0,11.0,23.0,5.0,2585.4543343446567,236.20405593965012,September,Writer,Standard,Yes
42.0,212.37942197878374,21147.959927632575,0.932017639229727,18.323774137402154,28.415137929233897,27.0,10.0,269.57704548067545,2154.249261333393,7.0,4.0,6.0,16.0,1.0,397.8678259121455,2282.963383584282,November,Scientist,Bad,No
36.0,157.2216581750359,252876.96686690036,5.775639343846045,21.967258687719777,36.21617795765195,30.0,16.0,778.2708299611515,12689.471558237108,8.0,4.0,8.0,15.0,6.0,2354.885429305349,524.2464294806123,September,Doctor,Standard,Yes
34.0,64.01963634144758,43870.2111522828,3.1355249848160653,23.49222184283667,24.68232070926053,18.0,25.0,629.9006094662226,2891.9072237014416,6.0,5.0,5.0,19.0,2.0,720.0728448779207,1602.5354860736886,December,Mechanic,Good,No
39.0,20.67896475480541,12006.680464464604,6.472025804384945,27.353079878021674,32.36951030069724,17.0,6.0,323.2908613327945,1366.4558226263048,6.0,5.0,7.0,11.0,4.0,524.3242203213015,81.99353549729376,November,Manager,Good,No
30.0,255.66980404333302,42714.832887836325,15.167808741633742,13.381931396387927,28.848755186438538,58.0,28.0,228.32610882604658,3212.8367247037513,9.0,5.0,22.0,16.0,4.0,3710.8995965263553,136.17913071043557,November,Architect,Standard,Yes
53.0,314.4468287423384,90394.26843838258,1.5480878578951156,31.15179921781572,40.06156300398268,10.0,30.0,955.9691526900498,4139.381145028214,2.0,2.0,3.0,9.0,2.0,519.63157458513,159.6478951423219,December,Scientist,Good,No
20.0,45.097710968946686,7943.879955679529,15.252611715252325,13.846500783210274,29.88869324783603,28.0,12.0,180.3517514969702,2373.444364951411,7.0,5.0,14.0,17.0,1.0,2774.7237754050593,186.39865723508836,September,Media_Manager,Standard,Yes
27.0,56.71080942535491,16594.427758650112,15.114815158825238,16.573898798922244,33.24668784258053,19.0,4.0,328.90240744548817,2702.301320724938,4.0,3.0,9.0,17.0,4.0,1193.4149762264879,15.338926782982284,September,Accountant,Good,No
