Age,Amount_invested_monthly,Annual_Income,Changed_Credit_Limit,Credit_History_Age,Credit_Utilization_Ratio,Delay_from_due_date,Interest_Rate,Monthly_Balance,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Num_Credit_Inquiries,Num_of_Delayed_Payment,Num_of_Loan,Outstanding_Debt,Total_EMI_per_month,Month,Occupation,Credit_Mix,Payment_of_Min_Amount
40.0,53.36566940396846,50269.39747722804,2.70054038998531,29.059068266650513,34.29320199726882,6.0,6.0,522.403544942869,2953.6343391929277,2.0,3.0,1.0,1.0,1.0,223.10286048299417,170.6902151699418,September,Developer,Bad,NM
36.0,301.73293618001344,112878.95393747109,10.209600238611046,17.452945401712213,37.187807926744775,14.0,6.0,528.2801810583253,4080.3159903526075,4.0,2.0,4.0,16.0,2.0,1006.2143729656274,195.42323828156486,September,Writer,Good,No
26.0,402.7901123476768,159478.45727610547,16.684624201681604,16.31564016586259,23.51032593197874,16.0,9.0,467.2184002411907,4821.797111674728,5.0,7.0,7.0,4.0,2.0,473.56048892916436,340.83789546039407,December,Engineer,Good,No
44.0,21.334845353651154,32349.388205742012,14.786028151414246,28.800584437982877,29.270439611406406,16.0,14.0,767.944254894453,4164.699822032394,3.0,5.0,2.0,13.0,3.0,1039.9034409284347,1430.4918946953524,December,Entrepreneur,Good,Yes
36.0,196.97043054500054,170757.1900382071,13.12584516274033,13.566676174917518,43.04509862188665,32.0,8.0,540.9137866078689,13079.613845293838,10.0,5.0,15.0,16.0,5.0,2935.4122659423824,445.9738523062068,September,Musician,Standard,Yes
53.0,113.31536701118749,15437.571739405594,11.2986321104299,23.759531064935572,28.19848533604197,24.0,18.0,224.81178992185474,2343.5440230963327,5.0,10.0,6.0,21.0,0.0,4099.327120053272,4270.658748207558,October,Developer,Standard,Yes
29.0,157.99020025834153,37755.09101798601,9.49477303619081,14.529355123148946,35.94392734476029,19.0,7.0,260.2009728132815,4362.883484580703,8.0,6.0,11.0,15.0,2.0,585.9699093364394,8.560873213349552,December,Engineer,Standard,Yes
23.0,182.02311999047654,53218.70137080502,12.766280332643237,31.087327643595813,25.662229573180653,4.0,6.0,457.05287070809084,6081.33225354548,5.0,4.0,8.0,15.0,2.0,465.05480496597795,47.97232505425151,October,Doctor,Good,No
26.0,159.57548774641737,58492.00420549579,4.67793382431563,23.47278743111758,36.357575272927974,24.0,8.0,388.71324207891575,3146.8698135841073,2.0,5.0,8.0,8.0,3.0,654.561137183675,185.37857919838928,December,Accountant,Good,No
54.0,105.2437360432688,56602.178986901585,4.1962083224092765,14.281682924938764,38.669937183861194,9.0,10.0,704.1375058296014,2967.9102011280133,4.0,7.0,6.0,13.0,2.0,2452.266813273128,239.93070232856581,December,Teacher,Good,Yes
56.0,72.05404163379244,15330.941387877148,13.626543145356266,24.75620360627903,35.24621739378902,35.0,10.0,385.85553864428937,1572.8597853129113,6.0,4.0,10.0,13.0,5.0,140.7856689879852,373.59399869234096,September,Accountant,Standard,Yes
39.0,104.57270930975382,29021.14652557854,8.016033309157379,30.305834031848747,42.46692677506056,8.0,3.0,379.16286119376286,4940.0006458220405,6.0,6.0,2.0,9.0,1.0,583.1890364086763,179.4624786362758,October,Entrepreneur,Bad,No
31.0,527.3761095868484,309788.56518077385,8.472844515464782,28.236432951041706,34.5025472180721,6.0,6.0,770.1494267311238,6317.053309590441,3.0,5.0,3.0,9.0,1.0,749.2705786119144,360.6979903102747,September,Media_Manager,Bad,No
31.0,521.3585103570043,148611.41514865714,17.09966741759448,19.81065384686849,33.426190177641494,59.0,18.0,361.1884134961575,4267.109494101922,10.0,8.0,8.0,23.0,2.0,2188.230571451175,4092.983385719475,December,Doctor,Standard,Yes
48.0,507.28078404011325,344030.02924605354,2.3230932671057047,24.205788688211555,29.60130743198457,9.0,5.0,533.1287448244477,7273.681970951368,1.0,4.0,2.0,6.0,2.0,269.8300752235315,300.32526218270635,September,Journalist,Bad,NM
