Age,Amount_invested_monthly,Annual_Income,Changed_Credit_Limit,Credit_History_Age,Credit_Utilization_Ratio,Delay_from_due_date,Interest_Rate,Monthly_Balance,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Num_Credit_Inquiries,Num_of_Delayed_Payment,Num_of_Loan,Outstanding_Debt,Total_EMI_per_month,Month,Occupation,Credit_Mix,Payment_of_Min_Amount
50.0,25.60146311333032,16802.04338844412,2.7528440707267876,24.37145091158385,30.86574508638386,12.0,10.0,463.5955527545035,1166.2778421053451,3.0,6.0,4.0,12.0,3.0,612.9399323391924,22.28192744186545,September,Media_Manager,Good,No
22.0,21.992030808341365,7913.282082877995,10.984928121372125,8.28316524146959,28.05299372481175,45.0,24.0,95.28130892440464,910.9509159496927,3.0,9.0,13.0,2.0,3.0,3088.8977936280344,220.8868890859556,September,Mechanic,Standard,Yes
14.0,41.39844995862699,13404.305299277225,8.40064589815277,15.185287810814657,31.546306149854892,34.0,22.0,270.85580811064483,1000.8743644220825,8.0,7.0,6.0,19.0,4.0,2136.4381317903353,108.8484445063427,November,Scientist,Standard,Yes
32.0,173.48367484704195,20648.74840990915,22.724869700119985,10.153129977592926,34.96397206779506,26.0,7.0,309.1016201806591,2882.309719608142,5.0,5.0,13.0,11.0,5.0,3640.5015401112096,200.95535190011267,December,Developer,Good,No
29.0,174.66237546703,156839.4479379089,33.729441446063646,14.894325784889134,28.963572864488114,26.0,14.0,804.2459277715119,10255.263421306947,6.0,8.0,13.0,18.0,2.0,2647.714434574227,26.151007943525485,November,Mechanic,Standard,Yes
31.0,48.71647765401958,23356.131762288194,11.4977187837749,19.24554164672071,29.564660643275673,34.0,13.0,371.7311775189577,1883.0929331895115,6.0,5.0,8.0,25.0,3.0,4257.82582100775,3673.664225975974,December,Scientist,Standard,Yes
15.0,337.970463403913,160363.74916687422,15.538468094340377,21.21497943912675,32.2809472738642,12.0,5.0,317.35699870923304,8471.808227243591,4.0,6.0,7.0,9.0,3.0,1219.1129360840139,261.20577163164734,December,Teacher,Good,No
32.0,95.93560584593484,27371.499927634173,14.80259010920761,16.005734281567015,27.67461704344577,23.0,15.0,210.17952456077447,2673.8076493778076,7.0,8.0,11.0,15.0,2.0,1785.449623920292,283.8923061125838,November,Musician,Standard,Yes
17.0,162.0166239961347,48866.14846573235,17.09387631122367,8.671451477397625,30.604800672875307,23.0,13.0,350.0931309688881,1876.973883181918,7.0,6.0,11.0,14.0,5.0,2112.0579464429634,73.24981566292296,September,Entrepreneur,Standard,Yes
30.0,31.162373741748347,7833.95291545605,10.619462042694838,10.488398351727767,36.35656168707653,63.0,20.0,128.89582156561642,512.6824201430392,9.0,6.0,9.0,15.0,2.0,4249.339703764931,314.6384656644182,September,Architect,Standard,Yes
20.0,158.19418476021468,13621.574494712044,9.361863927678677,30.60808333004576,31.20944335308759,6.0,2.0,142.00354217024045,818.5136707950146,2.0,4.0,1.0,9.0,2.0,100.39758525268849,2258.8086802396087,November,Architect,Bad,NM
30.0,278.5312620830934,84180.94830867623,5.711874364723318,16.628060788403502,24.55619671096267,55.0,24.0,299.40258227276195,6493.711156188253,9.0,8.0,11.0,22.0,5.0,1674.4360633952977,390.80176547335464,September,Lawyer,Standard,Yes
45.0,552.2791298123968,209084.80662525631,8.562577985645397,11.015145067966444,31.214794218318833,18.0,6.0,542.7830078794242,9500.956139402324,1.0,5.0,6.0,9.0,2.0,167.95323305342254,303.6589782796414,October,Writer,Bad,No
33.0,567.9666044926203,114123.4084080256,12.815937321354177,25.640897855916137,36.20878083683189,3.0,1.0,488.7342396597553,11748.689680375348,10.0,2.0,6.0,4.0,0.0,393.72443244448283,116.0076593923283,September,Manager,Bad,NM
19.0,130.93051388968763,104536.10308944486,9.507440980336007,17.045176019744986,35.85858111078061,26.0,5.0,370.4001577935528,3545.837784473986,6.0,8.0,6.0,8.0,4.0,435.8248973139318,335.06158985019783,September,Accountant,Good,No
41.0,64.07801964251873,27695.891480294023,18.64177462878453,11.06579690852999,37.42942167298524,25.0,3.0,370.9523059374337,1863.3124597543238,8.0,3.0,6.0,7.0,3.0,1209.120261876274,180.78335329078814,September,Manager,Good,No
30.0,282.17871002938847,34751.51655603152,6.4159420460791985,26.07515733167304,26.19713743690559,21.0,11.0,378.4166173732392,4494.586820039038,3.0,6.0,5.0,13.0,6.0,272.66123320111734,423.7568160771689,September,Lawyer,Good,No
42.0,165.4889422466125,84620.22419183952,24.901737677617188,29.10140296262915,32.36976735429223,16.0,9.0,496.2827235615175,5207.737340463961,4.0,4.0,6.0,12.0,3.0,768.4500135500061,356.66738152882186,October,Media_Manager,Good,Yes
27.0,96.94025297136582,17631.086678024873,7.45039558572201,11.858625177817885,41.57614147502704,10.0,8.0,311.6838941101596,1458.8106468500525,8.0,5.0,7.0,10.0,2.0,1218.6659179657981,56.46342829129766,December,Architect,Bad,No
44.0,56.958844542637635,27065.844998002332,10.04785291563099,17.018247344484053,33.97839948246731,45.0,24.0,249.0543796936918,2956.382053325986,8.0,8.0,8.0,20.0,6.0,2009.8287004985848,184.73957912131826,December,Journalist,Standard,Yes
35.0,107.72602642689904,10578.114182581387,8.319946173585148,14.093197072645694,22.486221630384254,20.0,24.0,209.0574692148597,532.9331079043022,5.0,4.0,9.0,20.0,2.0,900.1426826103241,172.1391815606655,September,Accountant,Good,No
35.0,282.02477961599703,89808.22148274422,4.984432386416472,23.484191250142658,38.39998518141296,16.0,12.0,405.5999193473981,4592.961085603699,7.0,7.0,11.0,18.0,3.0,905.8413786835857,237.69777384393572,September,Scientist,Standard,Yes
18.0,212.5706172606084,26490.884266351022,14.202853337783552,19.639098599845795,30.606878026389694,47.0,24.0,252.3392778278625,3582.2417444750026,5.0,8.0,16.0,7.0,4.0,1761.5038120881566,161.12924728660653,November,Lawyer,Standard,Yes
31.0,309.78389186142454,77765.94428551127,4.001611577049722,18.75037779405801,29.237106338136236,12.0,17.0,251.3540408731686,11166.526353087855,4.0,2.0,9.0,18.0,4.0,1932.4476464066756,358.56396689591975,November,Scientist,Good,No
43.0,392.4746696842744,83757.77836057817,3.8539856556364995,27.146421809637104,27.659880301778465,26.0,9.0,245.3211481687786,3047.651320379711,3.0,5.0,8.0,4.0,3.0,598.5902373776465,428.5348015101227,October,Scientist,Good,No
31.0,91.86053401157947,22725.158361040056,12.010977835842102,29.0184768667828,30.249958201085906,4.0,6.0,631.0983269768843,588.0071907995773,4.0,2.0,8.0,5.0,2.0,1431.4758480942837,1929.0385604470844,September,Manager,Bad,No
51.0,412.6563034507121,30725.156748760255,3.7466853235443374,29.26056846495038,42.154914637786455,14.0,14.0,407.40338020149693,2377.940867804986,5.0,4.0,8.0,16.0,3.0,874.8374183166392,171.22219583313395,November,Doctor,Standard,Yes
45.0,196.8769658010469,15887.946567122188,22.11211007093085,22.923435430822053,31.2979916644282,10.0,29.0,216.5379011988509,1454.8016994221196,5.0,6.0,5.0,15.0,2.0,492.6047544934982,20.717453579554785,November,Musician,Standard,Yes
28.0,238.94263573190514,42212.34427493834,13.53092952991517,17.684514716426975,24.775006440381333,11.0,12.0,390.9810183345695,3553.6077552305205,7.0,5.0,5.0,15.0,2.0,579.8859163619724,285.6478924999939,November,Journalist,Good,Yes
46.0,91.62182670474775,19772.371455201468,6.192597782798288,16.40338013562979,32.782715472897614,11.0,5.0,353.0339927193113,1872.6126024152263,2.0,3.0,4.0,5.0,8.0,994.9766208248119,402.1466248993435,September,Lawyer,Bad,NM
26.0,146.54676910824193,36948.22420946353,27.842547720568565,13.014658198065206,41.06696242364456,20.0,12.0,375.01271046224406,4445.715899683216,7.0,7.0,16.0,7.0,7.0,4189.816365827902,305.5541365440346,December,Doctor,Standard,Yes
43.0,158.2098888783227,118430.2903316029,0.9581512263454144,22.654828527947075,34.249200226327275,8.0,11.0,627.1827978179463,9059.650161067126,5.0,8.0,1.0,15.0,1.0,527.2597068604686,1568.794104856765,December,Architect,Good,No
23.0,158.633058534311,61684.06622918423,12.288574539041228,15.584060264128937,36.03074847342109,22.0,24.0,474.7504039997302,7882.694705329799,7.0,7.0,11.0,15.0,4.0,1480.737467716163,242.2252882947146,October,Entrepreneur,Standard,Yes
28.0,49.89640597203897,50900.62961174302,13.598394766100157,19.30922523743635,32.56348813757288,9.0,17.0,522.8359101728292,3175.140237795667,5.0,5.0,9.0,21.0,1.0,985.1648985077708,151.9809500481508,October,Media_Manager,Good,Yes
45.0,116.05857976762923,213703.32182865843,14.093047374773086,27.185031766715667,31.063393190308958,22.0,6.0,1103.1077632834847,3988.4680832612476,3.0,4.0,2.0,4.0,0.0,332.22522813285036,82.46840145612313,October,Teacher,Bad,No
20.0,100.21155589798802,39022.65274764006,1.9870465078906605,31.60967109288333,32.82794426995081,46.0,17.0,753.8268939357774,2987.78074269098,7.0,6.0,5.0,13.0,4.0,1539.9547731712858,1884.131625358585,December,Architect,Standard,Yes
33.0,157.5901644989034,199791.60897337378,-0.1626610438844196,19.695760117836585,32.14017968248562,34.0,7.0,778.1583035323747,9149.500820303645,4.0,5.0,17.0,13.0,2.0,218.02919092927513,320.26408671197106,December,Doctor,Good,Yes
20.0,233.1318612121875,186693.30789928293,9.796614150420535,27.805455564492206,35.8439749036388,21.0,30.0,677.9371080121874,12800.722969920202,7.0,7.0,6.0,15.0,4.0,1598.9282123484059,151.71866456045174,November,Manager,Standard,Yes
16.0,0.278222671725118,14481.8652195276,26.86533419075128,6.92611568591451,34.368210602462256,34.0,4.0,236.8989119124133,1316.945571197353,10.0,7.0,22.0,18.0,7.0,4674.836583697722,357.05089136542006,December,Engineer,Standard,Yes
42.0,138.75636444389698,18632.227276601054,-2.2822863928743793,25.27778150635629,24.252294437151757,21.0,12.0,188.99546914600606,1042.022724203602,7.0,3.0,3.0,9.0,3.0,266.685728474229,348.1372690439361,October,Musician,Bad,No
24.0,267.8656447240414,138186.22391069247,16.313673051506353,18.17720899369965,32.610036561098006,17.0,16.0,438.2096185333909,5079.389670909755,10.0,9.0,10.0,20.0,4.0,3328.6020592434274,206.6365104023257,September,Mechanic,Standard,Yes
42.0,146.5816845098742,43870.30406110015,-0.8976014237164449,17.978893787180084,40.97675434928122,24.0,25.0,490.0770548398957,3718.6917139563984,4.0,5.0,13.0,9.0,1.0,1510.1555192096398,38.84312506980254,December,Scientist,Good,Yes
30.0,45.09222737663143,22930.833750624795,6.5496731195228755,15.545088475496357,40.69540164559518,44.0,14.0,281.1048732758039,2411.573663687032,9.0,5.0,8.0,19.0,5.0,1465.368935259334,270.07587379931715,October,Entrepreneur,Standard,Yes
40.0,294.33558212139104,37937.123377737946,3.5380114347034564,25.302355520036087,34.65552434256721,21.0,5.0,546.5380113814674,2581.6641770522065,4.0,3.0,4.0,6.0,2.0,419.81842081213404,206.8064097086719,November,Engineer,Bad,NM
34.0,91.37395442357384,21641.077686399272,11.296627826637643,3.334643978395661,38.215610126666654,26.0,25.0,302.1067364337671,3527.0586802775997,9.0,8.0,13.0,15.0,6.0,1326.9672995325036,164.82425004686922,November,Mechanic,Standard,Yes
26.0,21.15270842620904,24060.966606192076,25.943333311935962,15.791361274497774,36.20278997783836,66.0,15.0,166.15259742000362,1942.3821133340648,10.0,10.0,11.0,26.0,7.0,3549.128332086574,308.0672371362758,December,Musician,Standard,Yes
22.0,224.66911250599023,19577.79648459324,14.820784843099638,15.194101589882962,35.68780037313616,31.0,15.0,205.47873177417173,1955.911113196984,7.0,7.0,12.0,15.0,1.0,2636.911747256363,257.05093670073666,November,Manager,Standard,Yes
44.0,150.0622114823399,85031.33390579048,-1.5507321927139408,27.88304197235732,28.626456048301748,16.0,4.0,401.65076008890685,11098.495224741644,3.0,4.0,7.0,4.0,1.0,292.4436408397845,287.6866184627934,September,Doctor,Bad,No
45.0,8.435292412234634,29881.552205644046,13.263084740603528,20.73068164947324,30.815653985365106,46.0,19.0,707.3349049373,1904.2594799747628,8.0,8.0,7.0,17.0,6.0,2210.659386833865,53.796776917612505,September,Accountant,Standard,Yes
40.0,72.03369623994115,49272.240332114205,11.969163065042341,4.054331835414814,34.52668588334651,9.0,27.0,537.0407761607827,3835.3537841048114,4.0,6.0,9.0,14.0,7.0,1464.5417715552178,284.82565684296304,September,Accountant,Standard,Yes
35.0,174.6038454854502,36233.39413772841,5.618167655979086,27.79962648103003,40.19103613735122,3.0,10.0,620.9684398631579,2162.3409524574367,3.0,3.0,7.0,1.0,1.0,1003.203130350632,1386.4293878905762,December,Accountant,Bad,No
28.0,99.63541861857587,29729.829838152862,11.15815901123582,25.083268948264447,33.984954060491376,4.0,15.0,319.32889684186364,3142.586011913246,3.0,4.0,5.0,14.0,3.0,1072.6417357388182,111.13025475385311,October,Scientist,Good,No
33.0,85.89703209715175,23870.590547499894,11.243566062187377,15.215743270909968,26.800383713200905,40.0,14.0,445.7794004067356,3462.136350024395,7.0,4.0,6.0,17.0,5.0,29.891818731292688,253.00875626080062,November,Scientist,Standard,Yes
