Age,Amount_invested_monthly,Annual_Income,Changed_Credit_Limit,Credit_History_Age,Credit_Utilization_Ratio,Delay_from_due_date,Interest_Rate,Monthly_Balance,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Num_Credit_Inquiries,Num_of_Delayed_Payment,Num_of_Loan,Outstanding_Debt,Total_EMI_per_month,Month,Occupation,Credit_Mix,Payment_of_Min_Amount
30.0,46.07562821771005,49651.03248773267,24.794158007882256,14.81078157950293,33.57875478274406,31.0,11.0,357.6485796393249,2089.7429055562147,9.0,7.0,7.0,22.0,6.0,1643.3961648897118,237.3723632048376,September,Mechanic,Standard,Yes
25.0,314.26938927236716,115755.40315643039,6.532584614091363,28.13861229160773,42.07570595598369,11.0,11.0,500.1093552893333,5065.659040674024,5.0,8.0,5.0,13.0,1.0,706.2786320169796,123.74635265708511,September,Entrepreneur,Good,No
18.0,76.38643513967828,12164.726956635697,17.59940563839943,5.286213212555367,29.533607335244003,30.0,10.0,168.85336071729282,824.7140187236711,6.0,6.0,12.0,9.0,7.0,2862.827224909613,146.06580677518522,September,Scientist,Good,No
44.0,11.232798431848039,24922.729168058646,9.041097887045858,21.798253689392652,27.549757676943933,30.0,21.0,339.7925966126934,2944.4804302168213,3.0,6.0,10.0,17.0,3.0,644.9513616708347,30.757209916774457,September,Teacher,Standard,Yes
26.0,21.753043499857256,11125.677076482629,6.314945899888496,15.945257140334547,22.902438910165692,23.0,27.0,174.38978439672454,626.4394844031101,9.0,7.0,11.0,17.0,2.0,4817.222823962977,0.17052161289537293,November,Doctor,Standard,Yes
32.0,7.05626955654482,13078.18351571261,9.521465548815588,21.460261505687015,31.109264973118517,13.0,7.0,160.43121239342562,1014.0646738703443,7.0,3.0,4.0,18.0,3.0,1005.0205266506784,4054.3817692882226,December,Media_Manager,Good,No
36.0,116.9986185919543,29761.866989270566,12.535760176730118,30.699579280985745,35.31958834080103,17.0,7.0,773.3950718616494,2312.288982584724,1.0,4.0,3.0,9.0,0.0,21.20649471605958,30.579836076039484,September,Entrepreneur,Bad,NM
40.0,255.06830381127176,38209.58570905529,0.4296258733939311,16.141434228744288,32.53678022646124,24.0,18.0,348.1455796278043,1831.9089217009296,7.0,5.0,7.0,14.0,4.0,1159.7172156670474,61.339402705945616,December,Manager,Standard,Yes
27.0,298.6045431447318,22346.889115421312,19.022514974761844,5.370804619544515,32.16773761351285,5.0,23.0,291.7974775345356,2458.1530688518606,7.0,7.0,10.0,10.0,8.0,3849.273748788571,297.6424095478524,December,Developer,Standard,Yes
26.0,244.50349815855512,49985.29087093356,8.199099378962206,18.22064319148882,33.30987390773972,3.0,12.0,251.86665114554214,4980.900128667824,5.0,8.0,7.0,9.0,4.0,696.9205808910135,53.274823025265505,October,Engineer,Good,No
