Age,Amount_invested_monthly,Annual_Income,Changed_Credit_Limit,Credit_History_Age,Credit_Utilization_Ratio,Delay_from_due_date,Interest_Rate,Monthly_Balance,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Num_Credit_Inquiries,Num_of_Delayed_Payment,Num_of_Loan,Outstanding_Debt,Total_EMI_per_month,Month,Occupation,Credit_Mix,Payment_of_Min_Amount
16.0,170.17176593378306,24636.90165162189,10.47100017741841,23.081628637557912,27.932777238109857,18.0,14.0,234.69560123771222,1545.3992129883454,3.0,3.0,7.0,10.0,3.0,928.1523884426606,147.4792489258734,September,Doctor,Good,No
29.0,3.9321538983934934,27352.132841977553,4.516678152651913,26.52677945201333,33.11008011161128,23.0,19.0,367.6343583707744,2115.0034744272266,6.0,8.0,6.0,13.0,2.0,851.4457638029435,1688.6763010658754,November,Mechanic,Standard,Yes
33.0,173.012073783128,9267.835020869301,15.189256717338413,14.373316695468759,30.591881835887936,12.0,4.0,140.52414768407766,663.4023643855372,9.0,6.0,10.0,16.0,4.0,1838.077977231353,1296.2728645548495,October,Architect,Standard,Yes
24.0,497.7340781457586,87684.09468805317,12.163335197085313,19.84415389672745,36.4930590526506,3.0,6.0,380.06330577809115,3706.1141490952264,4.0,4.0,6.0,10.0,2.0,104.84064464305543,183.28466504942827,September,Doctor,Bad,No
28.0,233.42427742260077,33117.273489638,19.48788879853439,20.599291568913543,31.084261696734323,-0.0,14.0,584.1297948973581,1330.000569275538,4.0,2.0,21.0,9.0,0.0,1480.254720871339,716.1338299202382,November,Manager,Bad,NM
19.0,245.24680422287375,163467.24962355327,14.452116906410833,25.504255742653754,33.860380033657464,13.0,15.0,310.4044528859048,3274.5042609909046,5.0,5.0,9.0,18.0,3.0,547.4923884327333,4126.318556685481,September,Architect,Standard,Yes
23.0,112.24675720000756,13572.44477048952,21.759338693690584,21.531298961532627,32.56474224807113,21.0,17.0,37.91549393891975,632.4161722570061,7.0,5.0,8.0,26.0,5.0,2012.1375212870212,4339.469341591187,September,Lawyer,Standard,Yes
28.0,145.06722469315102,45884.46597462683,6.096578469054766,21.180044883845824,32.88671270034676,15.0,31.0,766.4248673097068,4977.534475958527,4.0,7.0,3.0,8.0,1.0,2543.6967250446723,1589.569857146206,November,Accountant,Good,No
23.0,283.8627610587782,258630.36553008002,9.42013969869327,18.17140806669869,30.751072322427174,28.0,20.0,537.2972184159531,12147.088381950238,7.0,5.0,7.0,17.0,5.0,958.6993859688758,471.3049212189942,November,Developer,Standard,Yes
38.0,76.40041883774042,27721.680986643954,13.982851878158133,11.748570817675784,31.061446944574225,32.0,17.0,359.73436881371845,2240.142514329142,5.0,2.0,7.0,15.0,4.0,1725.7358492852127,400.1739082292031,September,Mechanic,Good,No
25.0,199.8928234953776,210040.0934930994,11.496016737388036,22.061755434914176,44.663018046314704,17.0,12.0,363.8722089966419,7279.831936202682,6.0,6.0,7.0,11.0,6.0,479.5020727827539,396.68419819624967,November,Lawyer,Good,Yes
37.0,187.06010445102163,36507.54290179388,9.296380300162056,32.19362445894319,30.87540281540589,14.0,11.0,348.6517539103762,5689.444230861425,5.0,5.0,4.0,24.0,7.0,1153.2821098542472,253.26854778797093,November,Musician,Standard,Yes
