Age,Amount_invested_monthly,Annual_Income,Changed_Credit_Limit,Credit_History_Age,Credit_Utilization_Ratio,Delay_from_due_date,Interest_Rate,Monthly_Balance,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Num_Credit_Inquiries,Num_of_Delayed_Payment,Num_of_Loan,Outstanding_Debt,Total_EMI_per_month,Month,Occupation,Credit_Mix,Payment_of_Min_Amount
49.0,123.3502693757533,19330.831860076527,-0.2942098942293754,15.07080775362141,22.714706967487288,39.0,2.0,202.3821213498056,2517.384028262977,10.0,6.0,9.0,17.0,9.0,4335.785689618412,490.75286046923634,October,Developer,Standard,Yes
27.0,130.94839229718562,25574.304730657288,20.81060790827131,12.417289663209147,31.687513033487427,47.0,20.0,162.797500164014,855.3074231132833,9.0,7.0,7.0,21.0,5.0,1534.264480998756,171.0399191228482,November,Accountant,Standard,Yes
25.0,310.985126985157,57125.01905556103,24.196731096318853,21.248665062956945,38.884175315447315,17.0,13.0,473.5013464187699,4411.531374177742,5.0,4.0,7.0,14.0,3.0,122.61528634910302,18.28518778758101,December,Accountant,Good,No
18.0,142.53704584417224,16833.09944589889,18.25738507516682,9.120444224861785,27.63768025931146,43.0,21.0,194.7287084269956,2327.8891787701755,8.0,6.0,12.0,27.0,0.0,4127.505960543911,119.48890187618875,November,Entrepreneur,Standard,Yes
48.0,44.484233320334724,21666.78530282213,3.0754137313617136,24.659089626732907,30.668195928835615,14.0,11.0,328.47389597497113,1197.0681387094107,3.0,5.0,5.0,13.0,2.0,181.78805969848526,870.0758032368261,December,Architect,Bad,No
25.0,242.59872908276867,33500.294645998954,5.9819073157391465,27.002161617778597,31.13652338023904,62.0,23.0,447.92704047154086,2313.3678987012704,9.0,7.0,7.0,16.0,8.0,1630.1908523817333,73.63660874913506,December,Lawyer,Standard,Yes
51.0,139.71347737224755,55841.45912098875,22.558601392723528,22.99095493947766,27.464530778420997,9.0,11.0,332.6765153213428,4526.19989165904,7.0,6.0,5.0,10.0,3.0,2510.9730586814107,957.2851550985237,September,Mechanic,Good,Yes
21.0,309.4440538348258,52036.819083921575,8.3001526479765,20.244693816146423,32.08416180049273,7.0,13.0,666.560889944059,4066.7766026315257,6.0,6.0,6.0,15.0,1.0,918.7847845130689,2379.1804072322248,October,Writer,Good,No
25.0,47.009993667996255,11325.37437957093,32.389248832999215,26.115032225737878,32.623995624976615,18.0,12.0,302.9630798526108,1041.6967948887825,6.0,7.0,4.0,19.0,3.0,4725.327215709904,3784.2953523624574,September,Musician,Standard,Yes
41.0,73.68142761094776,84572.73635217886,9.53986849429684,12.855021421719414,28.888828447642425,35.0,15.0,1168.2027730295604,7359.0053141291955,4.0,6.0,7.0,13.0,4.0,2419.5877206747687,104.98330117367622,October,Lawyer,Standard,Yes
