Age,Amount_invested_monthly,Annual_Income,Changed_Credit_Limit,Credit_History_Age,Credit_Utilization_Ratio,Delay_from_due_date,Interest_Rate,Monthly_Balance,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Num_Credit_Inquiries,Num_of_Delayed_Payment,Num_of_Loan,Outstanding_Debt,Total_EMI_per_month,Month,Occupation,Credit_Mix,Payment_of_Min_Amount
34.0,97.24597759459165,31900.021706450756,17.68444244124156,14.830532093376178,32.038200236552356,25.0,16.0,453.099468975949,2442.139147641676,8.0,6.0,7.0,15.0,3.0,562.1122762060776,31.918826329062526,September,Lawyer,Standard,Yes
30.0,849.514258505669,98414.89596666534,20.0485270714906,10.897624565406602,28.32648611547256,35.0,4.0,406.06898090219113,8879.912173968863,6.0,10.0,13.0,8.0,4.0,1790.31987360945,407.6669360437793,October,Lawyer,Standard,Yes
33.0,231.71309303181522,119915.82005924701,15.236505202129994,15.758900083927642,33.072546829177675,19.0,27.0,351.53028289034296,7066.698545734991,6.0,6.0,11.0,20.0,4.0,3270.3709310061163,392.0452222922366,November,Engineer,Standard,Yes
47.0,174.20758252414365,37671.261705814315,3.2062087022278654,14.287034294527189,29.742234015730347,14.0,25.0,134.92471888637118,3162.691117303939,4.0,6.0,8.0,13.0,6.0,2240.731360835474,446.1317499222069,November,Doctor,Standard,Yes
16.0,663.8801018139836,162250.1743901627,14.607273448469641,23.30375556502588,34.913636760052626,8.0,9.0,502.44451075053246,8112.881164021023,5.0,6.0,8.0,12.0,1.0,379.4183216050932,392.9205975118871,December,Media_Manager,Good,No
49.0,206.1246115809311,33284.36947227401,1.0957730172229994,27.077930602284255,32.310826567413336,14.0,9.0,345.7114665883986,2871.4029577268493,6.0,7.0,2.0,15.0,1.0,2353.0982769137368,41.2131638081686,December,Writer,Good,No
21.0,26.96383097754235,12932.921887401577,12.973647995958249,8.69909185807603,34.70372729639474,43.0,23.0,193.3357266556965,1070.9592853889183,7.0,7.0,16.0,23.0,6.0,2707.8206982546158,215.19667659543668,September,Developer,Standard,Yes
35.0,130.66443595926552,33246.73987509726,29.56935807456716,11.660383595693304,43.789877118230685,19.0,16.0,163.99743227392614,2545.335850653399,7.0,6.0,9.0,23.0,5.0,2013.533836487323,24.96649142386606,October,Scientist,Standard,Yes
26.0,441.84153655353083,37617.96248399419,4.267100863987519,23.977490062380298,29.40522218783111,10.0,11.0,236.40120139731047,4564.142837781302,8.0,6.0,5.0,13.0,0.0,1414.1028145008238,3424.333533757029,November,Scientist,Good,No
41.0,109.25378831660328,16816.90856821577,8.25332480513374,8.532952705118078,31.866655189450366,27.0,12.0,524.5462855459355,1263.6727435014934,5.0,7.0,10.0,17.0,2.0,1429.2877048646542,1966.4617854132098,September,Media_Manager,Standard,Yes
29.0,253.6431000752903,207019.22911151085,16.13350823624521,15.71437161384415,34.74793384697598,10.0,11.0,258.6639670790735,3516.014040453994,7.0,5.0,10.0,17.0,8.0,1956.3107548271305,535.9140210639183,September,Scientist,Standard,Yes
34.0,223.0682275938187,32176.85542899424,14.725437561166686,8.287932297661257,37.55749276721835,9.0,10.0,357.244259680341,4702.71283098899,4.0,9.0,14.0,12.0,3.0,1831.682192052329,2902.48082760136,November,Musician,Standard,Yes
43.0,85.39958254003733,85739.85865515382,-0.45696862566570573,28.739612008579968,30.602743209971447,4.0,5.0,681.164813380338,2840.743619669531,2.0,7.0,4.0,5.0,1.0,195.40732147923245,241.12590633834844,December,Accountant,Bad,NM
32.0,309.0064351380883,50634.289593129244,8.642560374060938,24.26498882937267,21.914665274742923,4.0,11.0,431.0889040250005,4071.5225516996934,4.0,5.0,6.0,8.0,2.0,1913.4517004101638,413.80347481199135,September,Teacher,Good,No
21.0,66.43006895130442,22581.696436168593,8.966246080551059,2.757759794434528,34.56808460292794,3.0,4.0,780.7095642348954,1777.230962658003,5.0,3.0,0.0,19.0,0.0,597.3523704175931,3461.972879936067,November,Teacher,Bad,NM
43.0,42.132114210228444,24536.37757747897,7.355329661839836,22.679523542667482,32.53298009975961,8.0,2.0,273.41766359598864,2337.554972981307,3.0,2.0,1.0,16.0,1.0,520.1880335487966,2263.290658178373,December,Mechanic,Bad,NM
26.0,294.8721205523815,75888.28961079144,2.1446001816151394,15.156614570037334,38.24838645857939,4.0,2.0,596.9580777613614,10553.721822435626,1.0,3.0,9.0,11.0,1.0,1714.2805775185157,234.1296126086799,October,Scientist,Bad,NM
32.0,340.23959870187707,47304.19434666034,11.276346227018777,28.477315833339787,29.1033449619065,9.0,25.0,196.43344334108454,2888.485411685412,5.0,4.0,2.0,9.0,3.0,558.467828604469,40.740028331689814,December,Developer,Bad,No
27.0,315.304039955156,433610.59907303983,23.692702449833686,10.737275402209775,33.95583184390461,10.0,12.0,986.1061619702126,7593.624757726204,7.0,4.0,4.0,15.0,2.0,4470.098652097114,604.1405978407225,November,Lawyer,Standard,Yes
23.0,276.16670732371034,16423.763027911307,9.0797566244309,21.86815822552643,35.115095793978405,30.0,24.0,316.212356029092,3739.1172104626835,6.0,7.0,5.0,20.0,2.0,2695.5933071655318,1318.7429814427242,September,Journalist,Standard,Yes
28.0,249.08134898023823,55909.265866772395,9.505893212675211,17.413290615743904,33.52161884746873,7.0,9.0,345.4399255000063,4019.961733509857,7.0,8.0,5.0,7.0,5.0,2099.7899162064537,289.2113247645222,October,Journalist,Good,No
38.0,527.1743687966307,51013.700673580795,9.245968146421273,12.196339717986632,36.75128993820663,17.0,16.0,594.1086627465853,7281.794739887103,5.0,4.0,14.0,20.0,5.0,4587.048753512325,325.90873648954033,November,Writer,Standard,Yes
39.0,172.91249396785744,171431.1096629444,0.04857897535890032,30.08573074250188,38.51578928444912,31.0,6.0,876.6576243674589,5726.218325999755,6.0,6.0,4.0,9.0,2.0,150.9547651099765,145.84341204453222,September,Teacher,Good,No
53.0,106.50168780555224,71138.84804683249,4.4032127227518,17.224014489817023,32.64419262977791,2.0,6.0,1022.7662275229756,2851.709888313337,3.0,5.0,9.0,12.0,2.0,233.41796772334934,20.741138328838446,October,Writer,Bad,NM
37.0,208.25386369546152,355074.7085951914,1.0300753089637738,33.66165209344837,28.70688761522222,8.0,4.0,565.0085635589493,12594.73361010827,3.0,3.0,3.0,5.0,1.0,147.5941223653419,338.7971329571093,October,Architect,Bad,NM
42.0,41.63659881024569,14953.82242436035,4.72196583244277,28.00900259836294,29.221822629227024,9.0,10.0,363.3411030230907,824.1244839867019,4.0,5.0,12.0,16.0,2.0,1399.6481872461263,1469.743305800633,December,Engineer,Bad,No
