Age,Amount_invested_monthly,Annual_Income,Changed_Credit_Limit,Credit_History_Age,Credit_Utilization_Ratio,Delay_from_due_date,Interest_Rate,Monthly_Balance,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Num_Credit_Inquiries,Num_of_Delayed_Payment,Num_of_Loan,Outstanding_Debt,Total_EMI_per_month,Month,Occupation,Credit_Mix,Payment_of_Min_Amount
35.0,138.32932531687507,27679.65985980972,7.705556786770472,28.2766723874538,34.34285821377987,26.0,13.0,247.32543503514754,2527.2369091282308,8.0,7.0,6.0,15.0,1.0,452.90404234507497,3553.700433987654,September,Scientist,Standard,Yes
39.0,122.1192415423403,67436.60786609267,16.644705907510353,3.789008584063936,38.554387702972186,64.0,17.0,314.77872260133154,2522.1617814483,7.0,8.0,12.0,14.0,4.0,3472.470951497768,148.15113581917805,September,Scientist,Standard,Yes
25.0,167.12589131425295,67828.64307173959,20.57493121959207,11.332997278177402,23.26223083580379,20.0,30.0,694.4849350710983,5349.063154540386,8.0,6.0,10.0,18.0,4.0,1849.513157205392,287.8164664584281,October,Writer,Standard,Yes
40.0,37.94586295536688,28033.901235733014,8.750324058534467,20.611204808442437,36.056288773833984,9.0,14.0,588.6339429023177,1921.5901612525552,4.0,3.0,7.0,8.0,0.0,2139.69372420957,1187.7733890497168,December,Media_Manager,Good,No
36.0,30.88589231086947,34139.6681512507,7.812666589048689,25.734340791017985,31.88064448289526,17.0,11.0,569.1299203133176,6104.908769102153,5.0,6.0,4.0,19.0,5.0,2555.142098745269,472.422746043656,September,Engineer,Standard,Yes
46.0,342.60032211191367,12081.659938442408,10.790454008941435,30.462201427007358,35.58873941165346,29.0,14.0,25.94227445391634,2380.774333193746,3.0,7.0,2.0,16.0,2.0,443.85599870391195,34.07975985482409,October,Lawyer,Standard,Yes
41.0,127.12585918687246,51217.92019181007,5.485577282619239,18.191403630318064,40.708034185372306,25.0,12.0,289.68152779401555,2646.8125331008187,5.0,4.0,4.0,17.0,2.0,399.33986599902164,23.493841707382956,December,Journalist,Good,No
46.0,16.346114045825548,20501.304907011145,13.153842145198158,27.542667930255732,32.02982635902506,21.0,6.0,442.25170524091584,2943.946117685192,5.0,5.0,4.0,16.0,6.0,150.0609982220994,179.57013532683027,September,Media_Manager,Standard,Yes
50.0,85.78627540176534,16487.00848236014,6.018660090490666,26.23702390118956,37.97620661345129,9.0,9.0,241.06073332098632,1148.9748180693969,7.0,7.0,5.0,11.0,3.0,3036.664158930703,374.8573664231065,October,Engineer,Standard,Yes
42.0,132.94966048504418,60256.45739031664,3.784066245621297,18.146254731704005,27.66225798378726,28.0,22.0,617.1496975425079,3061.858406423869,4.0,4.0,7.0,9.0,3.0,289.8767088987666,457.5719721578223,December,Mechanic,Good,No
34.0,189.26120482397096,131379.12767007138,16.60330611216276,16.56934345279717,42.768169557843656,49.0,19.0,438.80042607848554,4887.510876246762,5.0,5.0,10.0,13.0,4.0,2673.760786688472,363.1269250332526,October,Architect,Standard,Yes
18.0,148.37202050576334,103949.1894641643,6.897437868008051,25.403361606999965,32.653698630110085,3.0,6.0,653.1188799062038,4961.670654456822,3.0,7.0,3.0,5.0,2.0,259.7666288374895,129.0701579226119,November,Engineer,Bad,NM
