Age,Amount_invested_monthly,Annual_Income,Changed_Credit_Limit,Credit_History_Age,Credit_Utilization_Ratio,Delay_from_due_date,Interest_Rate,Monthly_Balance,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Num_Credit_Inquiries,Num_of_Delayed_Payment,Num_of_Loan,Outstanding_Debt,Total_EMI_per_month,Month,Occupation,Credit_Mix,Payment_of_Min_Amount
44.0,132.80884418900416,15207.073027991162,2.7847615362628737,11.920267630481703,29.67214335441993,15.0,4.0,193.5663368431947,1376.0462491047647,7.0,5.0,3.0,12.0,7.0,554.0197308793173,3660.3953883823374,September,Engineer,Bad,NM
45.0,206.34070003549027,33693.61261432708,10.277185565741227,20.536957591250825,31.726744884337936,2.0,4.0,329.6864077483667,3116.0649105900784,2.0,5.0,1.0,2.0,1.0,622.7571460121462,110.90573098843296,November,Teacher,Bad,NM
16.0,448.94126188413753,37235.21205972452,9.20551766031577,13.655705192255482,33.63292553027929,42.0,19.0,192.63053240318405,2262.4049306566517,7.0,6.0,11.0,22.0,6.0,1959.356758629111,312.3236264479033,December,Mechanic,Standard,Yes
44.0,447.9926091428463,105939.43941237505,5.889728083778799,25.401183377897098,27.20026651819392,9.0,7.0,407.5338727658019,5765.485975401122,2.0,4.0,4.0,7.0,2.0,506.30739540523143,218.48384045239186,September,Accountant,Bad,No
19.0,244.8510153210934,82293.87915551227,6.679478460233884,11.676239568876326,22.848630620066658,0.0,9.0,274.09470094389565,3983.9789870379564,1.0,4.0,6.0,7.0,2.0,3080.530193305622,259.8642362755264,December,Accountant,Bad,NM
37.0,182.84071130001132,30327.06282155062,17.10769255956738,12.211521404748908,37.42462367978803,30.0,15.0,198.07971234264724,2428.257757945254,8.0,10.0,15.0,24.0,2.0,2168.736507762622,67.33159385990042,September,Accountant,Standard,Yes
43.0,204.8114471727867,40794.77003702582,7.946007432761878,27.100077382499705,36.46173676094364,3.0,17.0,211.88654160959598,3562.5139079393666,1.0,4.0,13.0,5.0,3.0,1625.8314019708803,495.1928941066626,November,Developer,Good,No
42.0,225.25918515425852,67293.76160790879,4.054845918145812,26.839631030537532,33.51748894040381,7.0,5.0,655.3062704156216,8322.415831795579,3.0,2.0,3.0,9.0,1.0,31.941258065017493,407.4157341208988,October,Developer,Bad,NM
36.0,82.76644830914323,97049.75238313687,8.064036966295589,18.53959613846928,34.08731880104863,11.0,18.0,842.6035208909515,4319.438070764716,6.0,6.0,3.0,10.0,6.0,1108.5488635425802,346.7996159825362,October,Lawyer,Good,Yes
38.0,78.71432574035823,15136.719363162309,8.634729599580215,11.046491382438546,36.52656948205689,14.0,12.0,372.56769781840967,1652.728070212919,4.0,5.0,8.0,10.0,7.0,1374.5761455860027,36.46122960463951,November,Media_Manager,Good,Yes
